ORPHAcode,Disorder,HPO_ID,HPO_Term,Frequency
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0000431,Wide nasal bridge,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0000445,Wide nose,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0000463,Anteverted nares,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0000490,Deeply set eye,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0000581,Blepharophimosis,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0000773,Short ribs,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0000774,Narrow chest,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0000882,Hypoplastic scapulae,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0000884,Prominent sternum,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0000890,Long clavicles,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0000907,Anterior rib cupping,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0000919,Abnormality of the costochondral junction,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0000946,Hypoplastic ilia,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0000954,Single transverse palmar crease,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0000973,Cutis laxa,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0001181,Adducted thumb,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0001220,Interphalangeal joint contracture of finger,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0001250,Seizure,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0001252,Hypotonia,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0001339,Lissencephaly,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0001357,Plagiocephaly,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0001433,Hepatosplenomegaly,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0001520,Large for gestational age,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0001538,Protuberant abdomen,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0001539,Omphalocele,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0001601,Laryngomalacia,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0001615,Hoarse cry,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0001629,Ventricular septal defect,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0001631,Atrial septal defect,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0001639,Hypertrophic cardiomyopathy,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0001792,Small nail,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0001840,Metatarsus adductus,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0002007,Frontal bossing,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0002057,Prominent glabella,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0002089,Pulmonary hypoplasia,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0002091,Restrictive ventilatory defect,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0002092,Pulmonary arterial hypertension,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0002240,Hepatomegaly,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0002307,Drooling,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0002557,Hypoplastic nipples,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0002645,Wormian bones,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0002650,Scoliosis,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0002673,Coxa valga,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0002694,Sclerosis of skull base,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0002884,Hepatoblastoma,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0002937,Hemivertebrae,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0002982,Tibial bowing,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0003049,Ulnar deviation of the wrist,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0003186,Inverted nipples,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0003241,External genital hypoplasia,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0004299,Hernia of the abdominal wall,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0004322,Short stature,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0004415,Pulmonary artery stenosis,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0005054,Metaphyseal spurs,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0005736,Short tibia,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0005989,Redundant neck skin,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0006591,Absent glenoid fossa,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0006610,Wide intermamillary distance,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0007685,Peripheral retinal avascularization,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0009600,Flexion contracture of thumb,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0009824,Upper limb undergrowth,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0009832,Abnormal distal phalanx morphology of finger,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0009836,Broad distal phalanx of finger,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0010034,Short 1st metacarpal,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0010301,Spinal dysraphism,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0010561,Undulate ribs,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0010655,Epiphyseal stippling,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0010804,Tented upper lip vermilion,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0011343,Moderate global developmental delay,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0011344,Severe global developmental delay,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0011471,Gastrostomy tube feeding in infancy,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0011824,Chin with H-shaped crease,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0012284,Small proximal tibial epiphyses,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0012303,Abnormal aortic arch morphology,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0012385,Camptodactyly,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0012428,Prominent calcaneus,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0012471,Thick vermilion border,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0040024,Clinodactyly of the 3rd finger,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0100864,Short femoral neck,Occasional (29-5%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0001511,Intrauterine growth retardation,Very rare (<4-1%)
96334,Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14,HP:0001548,Overgrowth,Very rare (<4-1%)
209951,Autosomal spastic paraplegia type 18,HP:0001249,Intellectual disability,Very frequent (99-80%)
209951,Autosomal spastic paraplegia type 18,HP:0001263,Global developmental delay,Very frequent (99-80%)
209951,Autosomal spastic paraplegia type 18,HP:0001347,Hyperreflexia,Very frequent (99-80%)
209951,Autosomal spastic paraplegia type 18,HP:0001371,Flexion contracture,Very frequent (99-80%)
209951,Autosomal spastic paraplegia type 18,HP:0002460,Distal muscle weakness,Very frequent (99-80%)
209951,Autosomal spastic paraplegia type 18,HP:0002540,Inability to walk,Very frequent (99-80%)
209951,Autosomal spastic paraplegia type 18,HP:0002987,Elbow flexion contracture,Very frequent (99-80%)
209951,Autosomal spastic paraplegia type 18,HP:0006380,Knee flexion contracture,Very frequent (99-80%)
209951,Autosomal spastic paraplegia type 18,HP:0006466,Ankle flexion contracture,Very frequent (99-80%)
209951,Autosomal spastic paraplegia type 18,HP:0007350,Hyperreflexia in upper limbs,Very frequent (99-80%)
209951,Autosomal spastic paraplegia type 18,HP:0012453,Bilateral wrist flexion contracture,Very frequent (99-80%)
209951,Autosomal spastic paraplegia type 18,HP:0000154,Wide mouth,Frequent (79-30%)
209951,Autosomal spastic paraplegia type 18,HP:0000158,Macroglossia,Frequent (79-30%)
209951,Autosomal spastic paraplegia type 18,HP:0001257,Spasticity,Frequent (79-30%)
209951,Autosomal spastic paraplegia type 18,HP:0001344,Absent speech,Frequent (79-30%)
209951,Autosomal spastic paraplegia type 18,HP:0002079,Hypoplasia of the corpus callosum,Frequent (79-30%)
209951,Autosomal spastic paraplegia type 18,HP:0003487,Babinski sign,Frequent (79-30%)
209951,Autosomal spastic paraplegia type 18,HP:0000218,High palate,Occasional (29-5%)
209951,Autosomal spastic paraplegia type 18,HP:0000322,Short philtrum,Occasional (29-5%)
209951,Autosomal spastic paraplegia type 18,HP:0000377,Abnormal pinna morphology,Occasional (29-5%)
209951,Autosomal spastic paraplegia type 18,HP:0000574,Thick eyebrow,Occasional (29-5%)
209951,Autosomal spastic paraplegia type 18,HP:0000664,Synophrys,Occasional (29-5%)
209951,Autosomal spastic paraplegia type 18,HP:0000666,Horizontal nystagmus,Occasional (29-5%)
209951,Autosomal spastic paraplegia type 18,HP:0001250,Seizure,Occasional (29-5%)
209951,Autosomal spastic paraplegia type 18,HP:0001583,Rotary nystagmus,Occasional (29-5%)
209951,Autosomal spastic paraplegia type 18,HP:0002015,Dysphagia,Occasional (29-5%)
209951,Autosomal spastic paraplegia type 18,HP:0002166,Impaired vibration sensation in the lower limbs,Occasional (29-5%)
209951,Autosomal spastic paraplegia type 18,HP:0002378,Hand tremor,Occasional (29-5%)
209951,Autosomal spastic paraplegia type 18,HP:0003273,Hip contracture,Occasional (29-5%)
209951,Autosomal spastic paraplegia type 18,HP:0003306,Spinal rigidity,Occasional (29-5%)
209951,Autosomal spastic paraplegia type 18,HP:0005830,Flexion contracture of toe,Occasional (29-5%)
209951,Autosomal spastic paraplegia type 18,HP:0005997,Restricted neck movement due to contractures,Occasional (29-5%)
209951,Autosomal spastic paraplegia type 18,HP:0011448,Ankle clonus,Occasional (29-5%)
209951,Autosomal spastic paraplegia type 18,HP:0100712,Abnormality of the lumbar spine,Occasional (29-5%)
231568,Autosomal dominant generalized dystrophic epidermolysis bullosa,HP:0000987,Atypical scarring of skin,Very frequent (99-80%)
231568,Autosomal dominant generalized dystrophic epidermolysis bullosa,HP:0008066,Abnormal blistering of the skin,Very frequent (99-80%)
231568,Autosomal dominant generalized dystrophic epidermolysis bullosa,HP:0001030,Fragile skin,Frequent (79-30%)
231568,Autosomal dominant generalized dystrophic epidermolysis bullosa,HP:0001056,Milia,Frequent (79-30%)
231568,Autosomal dominant generalized dystrophic epidermolysis bullosa,HP:0001810,Dystrophic toenail,Frequent (79-30%)
231568,Autosomal dominant generalized dystrophic epidermolysis bullosa,HP:0008404,Nail dystrophy,Frequent (79-30%)
231568,Autosomal dominant generalized dystrophic epidermolysis bullosa,HP:0031045,Acral blistering,Frequent (79-30%)
231568,Autosomal dominant generalized dystrophic epidermolysis bullosa,HP:0001075,Atrophic scars,Occasional (29-5%)
231568,Autosomal dominant generalized dystrophic epidermolysis bullosa,HP:0001802,Absent toenail,Occasional (29-5%)
231568,Autosomal dominant generalized dystrophic epidermolysis bullosa,HP:0001817,Absent fingernail,Occasional (29-5%)
231568,Autosomal dominant generalized dystrophic epidermolysis bullosa,HP:0008390,Recurrent loss of toenails and fingernails,Occasional (29-5%)
231568,Autosomal dominant generalized dystrophic epidermolysis bullosa,HP:0008391,Dystrophic fingernails,Occasional (29-5%)
231568,Autosomal dominant generalized dystrophic epidermolysis bullosa,HP:0031446,Erosion of oral mucosa,Occasional (29-5%)
231568,Autosomal dominant generalized dystrophic epidermolysis bullosa,HP:0200041,Skin erosion,Occasional (29-5%)
231568,Autosomal dominant generalized dystrophic epidermolysis bullosa,HP:0200097,Oral mucosal blisters,Occasional (29-5%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0002500,Abnormal cerebral white matter morphology,Very frequent (99-80%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0008046,Abnormal retinal vascular morphology,Very frequent (99-80%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0030880,Raynaud phenomenon,Very frequent (99-80%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0000093,Proteinuria,Frequent (79-30%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0000096,Glomerulosclerosis,Frequent (79-30%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0000112,Nephropathy,Frequent (79-30%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0000708,Atypical behavior,Frequent (79-30%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0000822,Hypertension,Frequent (79-30%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0001895,Normochromic anemia,Frequent (79-30%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0001897,Normocytic anemia,Frequent (79-30%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0002076,Migraine,Frequent (79-30%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0003155,Elevated circulating alkaline phosphatase concentration,Frequent (79-30%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0003259,Elevated circulating creatinine concentration,Frequent (79-30%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0006707,Abnormality of the hepatic vasculature,Frequent (79-30%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0008223,Compensated hypothyroidism,Frequent (79-30%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0011954,Nodular regenerative hyperplasia of liver,Frequent (79-30%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0030948,Elevated gamma-glutamyltransferase level,Frequent (79-30%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0100543,Cognitive impairment,Frequent (79-30%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0410263,Brain imaging abnormality,Frequent (79-30%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0000501,Glaucoma,Occasional (29-5%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0000709,Psychosis,Occasional (29-5%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0000716,Depression,Occasional (29-5%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0000737,Irritability,Occasional (29-5%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0000739,Anxiety,Occasional (29-5%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0000741,Apathy,Occasional (29-5%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0001009,Telangiectasia,Occasional (29-5%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0001123,Visual field defect,Occasional (29-5%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0001269,Hemiparesis,Occasional (29-5%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0001638,Cardiomyopathy,Occasional (29-5%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0002077,Migraine with aura,Occasional (29-5%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0002083,Migraine without aura,Occasional (29-5%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0002090,Pneumonia,Occasional (29-5%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0002197,Generalized-onset seizure,Occasional (29-5%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0002239,Gastrointestinal hemorrhage,Occasional (29-5%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0002344,Progressive neurologic deterioration,Occasional (29-5%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0002354,Memory impairment,Occasional (29-5%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0002381,Aphasia,Occasional (29-5%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0002514,Cerebral calcification,Occasional (29-5%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0011163,Somatosensory auras,Occasional (29-5%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0012377,Hemianopia,Occasional (29-5%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0030319,Weakness of facial musculature,Occasional (29-5%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0030666,Retinal neovascularization,Occasional (29-5%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0031606,Retinal cotton wool spot,Occasional (29-5%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0040049,Macular edema,Occasional (29-5%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0040328,Focal hyperintensity of cerebral white matter on MRI,Occasional (29-5%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0040331,Focal hypointensity of cerebral white matter on MRI,Occasional (29-5%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0100806,Sepsis,Occasional (29-5%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0000988,Skin rash,Very rare (<4-1%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0005743,Avascular necrosis of the capital femoral epiphysis,Very rare (<4-1%)
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,HP:0200030,Punctate vasculitis skin lesions,Very rare (<4-1%)
79244,Pyruvate dehydrogenase E2 deficiency,HP:0002355,Difficulty walking,Very frequent (99-80%)
79244,Pyruvate dehydrogenase E2 deficiency,HP:0012379,Abnormal enzyme/coenzyme activity,Very frequent (99-80%)
79244,Pyruvate dehydrogenase E2 deficiency,HP:0100503,Low levels of vitamin B1,Very frequent (99-80%)
79244,Pyruvate dehydrogenase E2 deficiency,HP:0500231,Abnormal CSF pyruvate family amino acid concentration,Very frequent (99-80%)
79244,Pyruvate dehydrogenase E2 deficiency,HP:0000496,Abnormality of eye movement,Frequent (79-30%)
79244,Pyruvate dehydrogenase E2 deficiency,HP:0000546,Retinal degeneration,Frequent (79-30%)
79244,Pyruvate dehydrogenase E2 deficiency,HP:0000707,Abnormality of the nervous system,Frequent (79-30%)
79244,Pyruvate dehydrogenase E2 deficiency,HP:0000708,Atypical behavior,Frequent (79-30%)
79244,Pyruvate dehydrogenase E2 deficiency,HP:0001260,Dysarthria,Frequent (79-30%)
79244,Pyruvate dehydrogenase E2 deficiency,HP:0001263,Global developmental delay,Frequent (79-30%)
79244,Pyruvate dehydrogenase E2 deficiency,HP:0001276,Hypertonia,Frequent (79-30%)
79244,Pyruvate dehydrogenase E2 deficiency,HP:0001288,Gait disturbance,Frequent (79-30%)
79244,Pyruvate dehydrogenase E2 deficiency,HP:0002136,Broad-based gait,Frequent (79-30%)
79244,Pyruvate dehydrogenase E2 deficiency,HP:0002180,Neurodegeneration,Frequent (79-30%)
79244,Pyruvate dehydrogenase E2 deficiency,HP:0002268,Paroxysmal dystonia,Frequent (79-30%)
79244,Pyruvate dehydrogenase E2 deficiency,HP:0002395,Lower limb hyperreflexia,Frequent (79-30%)
79244,Pyruvate dehydrogenase E2 deficiency,HP:0002454,Eye of the tiger anomaly of globus pallidus,Frequent (79-30%)
79244,Pyruvate dehydrogenase E2 deficiency,HP:0003487,Babinski sign,Frequent (79-30%)
79244,Pyruvate dehydrogenase E2 deficiency,HP:0005656,Positional foot deformity,Frequent (79-30%)
79244,Pyruvate dehydrogenase E2 deficiency,HP:0010864,"Intellectual disability, severe",Frequent (79-30%)
79244,Pyruvate dehydrogenase E2 deficiency,HP:0025331,Upgaze palsy,Frequent (79-30%)
79244,Pyruvate dehydrogenase E2 deficiency,HP:0025335,Delayed ability to stand,Frequent (79-30%)
79244,Pyruvate dehydrogenase E2 deficiency,HP:0031139,Frog-leg posture,Frequent (79-30%)
79244,Pyruvate dehydrogenase E2 deficiency,HP:0031936,Delayed ability to walk,Frequent (79-30%)
79244,Pyruvate dehydrogenase E2 deficiency,HP:0031960,Arm dystonia,Frequent (79-30%)
79244,Pyruvate dehydrogenase E2 deficiency,HP:0000252,Microcephaly,Occasional (29-5%)
79244,Pyruvate dehydrogenase E2 deficiency,HP:0000486,Strabismus,Occasional (29-5%)
79244,Pyruvate dehydrogenase E2 deficiency,HP:0000726,Dementia,Occasional (29-5%)
79244,Pyruvate dehydrogenase E2 deficiency,HP:0000739,Anxiety,Occasional (29-5%)
79244,Pyruvate dehydrogenase E2 deficiency,HP:0004302,Functional motor deficit,Occasional (29-5%)
79244,Pyruvate dehydrogenase E2 deficiency,HP:0007994,Peripheral visual field loss,Occasional (29-5%)
79244,Pyruvate dehydrogenase E2 deficiency,HP:0011098,Speech apraxia,Occasional (29-5%)
217093,"Mucopolysaccharidosis type 2, attenuated form",HP:0000256,Macrocephaly,Very frequent (99-80%)
217093,"Mucopolysaccharidosis type 2, attenuated form",HP:0000280,Coarse facial features,Very frequent (99-80%)
217093,"Mucopolysaccharidosis type 2, attenuated form",HP:0001371,Flexion contracture,Very frequent (99-80%)
217093,"Mucopolysaccharidosis type 2, attenuated form",HP:0001376,Limitation of joint mobility,Very frequent (99-80%)
217093,"Mucopolysaccharidosis type 2, attenuated form",HP:0001510,Growth delay,Very frequent (99-80%)
217093,"Mucopolysaccharidosis type 2, attenuated form",HP:0002159,Heparan sulfate excretion in urine,Very frequent (99-80%)
217093,"Mucopolysaccharidosis type 2, attenuated form",HP:0004322,Short stature,Very frequent (99-80%)
217093,"Mucopolysaccharidosis type 2, attenuated form",HP:0008301,Dermatan sulfate excretion in urine,Very frequent (99-80%)
217093,"Mucopolysaccharidosis type 2, attenuated form",HP:0012379,Abnormal enzyme/coenzyme activity,Very frequent (99-80%)
217093,"Mucopolysaccharidosis type 2, attenuated form",HP:0030680,Abnormal cardiovascular system morphology,Very frequent (99-80%)
217093,"Mucopolysaccharidosis type 2, attenuated form",HP:0100490,Camptodactyly of finger,Very frequent (99-80%)
217093,"Mucopolysaccharidosis type 2, attenuated form",HP:0000023,Inguinal hernia,Frequent (79-30%)
217093,"Mucopolysaccharidosis type 2, attenuated form",HP:0000158,Macroglossia,Frequent (79-30%)
217093,"Mucopolysaccharidosis type 2, attenuated form",HP:0000212,Gingival overgrowth,Frequent (79-30%)
217093,"Mucopolysaccharidosis type 2, attenuated form",HP:0000293,Full cheeks,Frequent (79-30%)
217093,"Mucopolysaccharidosis type 2, attenuated form",HP:0000336,Prominent supraorbital ridges,Frequent (79-30%)
217093,"Mucopolysaccharidosis type 2, attenuated form",HP:0000407,Sensorineural hearing impairment,Frequent (79-30%)
217093,"Mucopolysaccharidosis type 2, attenuated form",HP:0000431,Wide nasal bridge,Frequent (79-30%)
217093,"Mucopolysaccharidosis type 2, attenuated form",HP:0000445,Wide nose,Frequent (79-30%)
217093,"Mucopolysaccharidosis type 2, attenuated form",HP:0000505,Visual impairment,Frequent (79-30%)
217093,"Mucopolysaccharidosis type 2, attenuated form",HP:0001537,Umbilical hernia,Frequent (79-30%)
217093,"Mucopolysaccharidosis type 2, attenuated form",HP:0001609,Hoarse voice,Frequent (79-30%)
217093,"Mucopolysaccharidosis type 2, attenuated form",HP:0001654,Abnormal heart valve morphology,Frequent (79-30%)
217093,"Mucopolysaccharidosis type 2, attenuated form",HP:0002788,Recurrent upper respiratory tract infections,Frequent (79-30%)
217093,"Mucopolysaccharidosis type 2, attenuated form",HP:0006482,Abnormality of dental morphology,Frequent (79-30%)
