ORPHAcode,nombre_enfermedad,tipo_enfermedad,edad_media_inicio,tipo_herencia
177926,Bleeding disorder in hemophilia A carriers,Clinical subtype,['All ages'],['X-linked recessive']
177929,Bleeding disorder in hemophilia B carriers,Clinical subtype,[],['X-linked recessive']
178029,Arginine vasopressin deficiency,Disease,['Childhood'],"['Autosomal dominant', 'Autosomal recessive', 'X-linked dominant']"
178145,Moderate multiminicore disease with hand involvement,Clinical subtype,"['Childhood', 'Infancy', 'Neonatal']",[]
178148,Antenatal multiminicore disease with arthrogryposis multiplex congenita,Clinical subtype,['Antenatal'],[]
178303,8q22.1 microdeletion syndrome,Malformation syndrome,"['Infancy', 'Neonatal']","['Not applicable', 'Unknown']"
178307,Reticulate acropigmentation of Kitamura,Disease,"['Adolescent', 'Adult', 'Childhood']",['Autosomal dominant']
178320,Acute lung injury,Particular clinical situation in a disease or syndrome,['All ages'],['Not applicable']
178333,Åland Islands eye disease,Disease,"['Infancy', 'Neonatal']",['X-linked recessive']
178338,UV-sensitive syndrome,Disease,['Infancy'],['Autosomal recessive']
178345,Aromatase excess syndrome,Disease,"['Adolescent', 'Childhood']",['Autosomal dominant']
178355,Smith-McCort dysplasia,Disease,['Childhood'],['Autosomal recessive']
178364,Syndromic microphthalmia type 5,Malformation syndrome,"['Antenatal', 'Neonatal']",['Autosomal dominant']
178377,Osteosclerosis-developmental delay-craniosynostosis syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal dominant']
178382,Congenital vertical talus,Morphological anomaly,"['Infancy', 'Neonatal']",['Autosomal dominant']
178389,Osteopetrosis-hypogammaglobulinemia syndrome,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
178396,Hemorrhagic disease due to alpha-1-antitrypsin Pittsburgh mutation,Disease,['Adolescent'],"['Autosomal dominant', 'Not applicable']"
178400,Distal myopathy with anterior tibial onset,Disease,"['Adolescent', 'Adult']",[]
178461,X-linked myopathy with postural muscle atrophy,Disease,['Adult'],['X-linked recessive']
178464,Hereditary myopathy with early respiratory failure,Disease,['Adult'],['Autosomal dominant']
178469,Autosomal dominant non-syndromic intellectual disability,Etiological subtype,"['Childhood', 'Infancy']",['Autosomal dominant']
178475,Wound botulism,Etiological subtype,['All ages'],[]
178478,Infant botulism,Clinical subtype,"['Infancy', 'Neonatal']",[]
178481,Intestinal botulism,Clinical subtype,['All ages'],[]
178487,Adult intestinal botulism,Clinical subtype,['Adult'],[]
178506,"Brain calcification, Rajab type",Disease,"['Adolescent', 'Adult', 'Childhood', 'Elderly']",['Autosomal recessive']
178509,Perry syndrome,Disease,['Adult'],['Autosomal dominant']
178512,Folliculotropic mycosis fungoides,Disease,['Adult'],['Not applicable']
178517,Localized pagetoid reticulosis,Disease,['Adult'],['Not applicable']
178566,Mycosis fungoides and variants,Clinical group,['Adult'],['Not applicable']
179494,Obesity due to leptin receptor gene deficiency,Etiological subtype,"['Childhood', 'Infancy']",['Autosomal recessive']
180176,Familial juvenile hypertrophy of the breast,Morphological anomaly,[],['Not applicable']
180226,Embryonal carcinoma,Disease,"['Adolescent', 'Childhood']",['Not applicable']
180229,Polyembryoma,Disease,"['Adolescent', 'Adult']",['Not applicable']
180234,Mixed germ cell tumor,Disease,"['Adolescent', 'Adult', 'Childhood']",['Not applicable']
180242,Malignant tumor of fallopian tubes,Disease,"['Adult', 'Elderly']",['Not applicable']
180247,Vaginal carcinoma,Disease,"['Adult', 'Elderly']",[]
180261,Phyllodes tumor of the breast,Disease,['Adult'],[]
180275,Paget disease of the nipple,Disease,['Adult'],[]
181428,Familial Hyperalphalipoproteinemia,Biological anomaly,[],['Autosomal dominant']
182050,MYH9-related disease,Disease,"['Adolescent', 'Adult', 'Childhood', 'Infancy', 'Neonatal']",['Autosomal dominant']
182090,Pulmonary arterial hypertension,Category,['All ages'],"['Autosomal dominant', 'Not applicable']"
183422,Polymalformative genetic syndrome with increased risk of developing cancer,Category,['All ages'],"['Autosomal dominant', 'Autosomal recessive']"
183660,Severe combined immunodeficiency,Clinical group,"['Infancy', 'Neonatal']","['Autosomal recessive', 'X-linked recessive']"
183675,Recurrent infections associated with rare immunoglobulin isotypes deficiency,Disease,['Childhood'],['Unknown']
183678,Hermansky-Pudlak syndrome due to AP-3 deficiency,Clinical subtype,['Neonatal'],['Autosomal recessive']
183707,Infantile LAD-like disease due to RAC2 deficiency,Disease,"['Infancy', 'Neonatal']",['Unknown']
189427,Cushing syndrome due to bilateral macronodular adrenocortical disease,Disease,['All ages'],"['Autosomal dominant', 'Not applicable']"
189466,Familial isolated hypoparathyroidism due to impaired PTH secretion,Clinical subtype,[],"['Autosomal dominant', 'Autosomal recessive']"
199241,Pulmonary capillary hemangiomatosis,Disease,['All ages'],"['Autosomal dominant', 'Autosomal recessive', 'Not applicable']"
199244,Nelson syndrome,Clinical syndrome,"['Adult', 'Elderly']",[]
199247,Corticosteroid-binding globulin deficiency,Disease,['Adult'],['Semi-dominant']
199251,Ledderhose disease,Disease,['Adult'],[]
199267,Infantile digital fibromatosis,Disease,"['Childhood', 'Infancy', 'Neonatal']",[]
199276,Familial multiple lipomatosis,Disease,"['Adolescent', 'Adult', 'Infancy']",[]
199282,Harlequin syndrome,Disease,['All ages'],['Not applicable']
199285,Hereditary hypercarotenemia and vitamin A deficiency,Disease,"['Childhood', 'Infancy']",['Autosomal dominant']
199293,Congenital microgastria,Morphological anomaly,"['Antenatal', 'Infancy', 'Neonatal']",[]
199296,Congenital isolated ACTH deficiency,Disease,['Neonatal'],['Autosomal recessive']
199299,Late-onset isolated ACTH deficiency,Disease,['Adult'],['Not applicable']
199302,Isolated cleft lip,Morphological anomaly,"['Infancy', 'Neonatal']",['Multigenic/multifactorial']
199306,Cleft lip/palate,Morphological anomaly,"['Infancy', 'Neonatal']",['Multigenic/multifactorial']
199310,Tetragametic chimerism syndrome,Malformation syndrome,"['Infancy', 'Neonatal']","['Not applicable', 'Unknown']"
199315,Familial clubfoot with or without associated lower limb anomalies,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal dominant']
199318,15q13.3 microdeletion syndrome,Malformation syndrome,['Childhood'],"['Autosomal dominant', 'Not applicable']"
199326,"Isolated autosomal dominant hypomagnesemia, Glaudemans type",Disease,"['Infancy', 'Neonatal']",['Autosomal dominant']
199329,"Congenital myopathy, Paradas type",Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
199332,Endocrine-cerebro-osteodysplasia syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal recessive']
199337,Pancreatic insufficiency-anemia-hyperostosis syndrome,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
199340,"Muscular dystrophy, Selcen type",Disease,"['Adolescent', 'Childhood']",['Autosomal dominant']
199343,EAST syndrome,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
199348,Thiamine-responsive encephalopathy,Disease,['Adolescent'],['Autosomal recessive']
199351,Adult-onset dystonia-parkinsonism,Disease,"['Adolescent', 'Adult']",['Autosomal recessive']
199354,Cerebral autosomal recessive arteriopathy-subcortical infarcts-leukoencephalopathy,Disease,"['Adolescent', 'Adult']",['Autosomal recessive']
199642,Isolated congenital microcephaly,Malformation syndrome,"['Antenatal', 'Neonatal']",[]
200418,Immunodeficiency with factor I anomaly,Disease,"['Adolescent', 'Adult', 'Childhood']",['Autosomal recessive']
206428,Hypoxanthine-guanine phosphoribosyltransferase deficiency,Clinical group,['All ages'],['X-linked recessive']
206436,Infantile Krabbe disease,Clinical subtype,['Infancy'],[]
206443,Late-infantile/juvenile Krabbe disease,Clinical subtype,"['Adolescent', 'Childhood', 'Infancy']",[]
206448,Adult Krabbe disease,Clinical subtype,['Adult'],[]
206470,Cystadenoma of childhood,Disease,['Childhood'],[]
206484,Gonadoblastoma,Disease,['Adolescent'],[]
206538,Malignant non-dysgerminomatous germ cell tumor of ovary,Disease,['Adolescent'],['Unknown']
206546,Symptomatic form of muscular dystrophy of Duchenne and Becker in female carriers,Disease,['Adult'],['X-linked recessive']
206549,Anoctamin-5-related limb-girdle muscular dystrophy R12,Disease,"['Adolescent', 'Adult', 'Childhood']",['Autosomal recessive']
206554,Fukutin-related limb-girdle muscular dystrophy R13,Disease,['Infancy'],['Autosomal recessive']
206559,POMT2-related limb-girdle muscular dystrophy R14,Disease,['Infancy'],['Autosomal recessive']
206564,POMGNT1-related limb-girdle muscular dystrophy R15,Disease,"['Adolescent', 'Childhood']",['Autosomal recessive']
206569,Immune-mediated necrotizing myopathy,Disease,"['Adolescent', 'Adult', 'Childhood', 'Elderly']",['Not applicable']
206572,Overlap myositis,Disease,['Adult'],['Not applicable']
206575,Rippling muscle disease with myasthenia gravis,Disease,[],['Not applicable']
206580,Autosomal recessive lower motor neuron disease with childhood onset,Disease,['Childhood'],['Autosomal recessive']
206583,Adult polyglucosan body disease,Clinical subtype,['Adult'],['Autosomal recessive']
206594,Subacute inflammatory demyelinating polyneuropathy,Disease,['All ages'],[]
206599,Isolated asymptomatic elevation of creatine phosphokinase,Biological anomaly,['All ages'],[]
206650,Autosomal dominant distal myopathy,Category,[],['Autosomal dominant']
206653,Autosomal recessive distal myopathy,Category,[],['Autosomal recessive']
206991,Viral myositis,Disease,['All ages'],[]
206994,Bacterial myositis,Disease,['All ages'],[]
206997,Parasitic myositis,Category,['All ages'],[]
207000,Fungal myositis,Disease,['All ages'],[]
208441,Bilateral parasagittal parieto-occipital polymicrogyria,Clinical subtype,"['Antenatal', 'Infancy', 'Neonatal']",['Autosomal recessive']
208444,Bilateral frontal polymicrogyria,Clinical subtype,"['Antenatal', 'Infancy', 'Neonatal']",[]
208447,Bilateral generalized polymicrogyria,Clinical subtype,"['Antenatal', 'Infancy', 'Neonatal']",[]
208508,Autosomal dominant cerebellar ataxia type II,Clinical group,[],['Autosomal dominant']
208513,Spinocerebellar ataxia type 29,Disease,"['Infancy', 'Neonatal']","['Autosomal dominant', 'Autosomal recessive']"
208650,NLRP3-associated autoinflammatory disease,Clinical group,"['Adolescent', 'Childhood', 'Infancy', 'Neonatal']","['Autosomal dominant', 'Not applicable']"
209004,Axonal polyneuropathy associated with IgG/IgM/IgA monoclonal gammopathy,Disease,"['Adult', 'Elderly']",['Not applicable']
209335,Autosomal dominant adult-onset proximal spinal muscular atrophy,Disease,"['Adult', 'Elderly']",['Autosomal dominant']
209341,DYNC1H1-related autosomal dominant childhood-onset proximal spinal muscular atrophy,Etiological subtype,"['Adult', 'Antenatal', 'Childhood', 'Infancy', 'Neonatal']",['Autosomal dominant']
209370,Severe neonatal-onset encephalopathy with microcephaly,Disease,"['Infancy', 'Neonatal']",['X-linked recessive']
209867,Autosomal dominant rhegmatogenous retinal detachment,Disease,['Adult'],['Autosomal dominant']
209902,Hypercholesterolemia due to cholesterol 7alpha-hydroxylase deficiency,Disease,['Adult'],['Semi-dominant']
209905,Brain-lung-thyroid syndrome,Disease,"['Infancy', 'Neonatal']",['Autosomal dominant']
209908,Isolated childhood apraxia of speech,Disease,['Childhood'],['Autosomal dominant']
209916,Extraskeletal myxoid chondrosarcoma,Disease,['Adult'],['Not applicable']
209919,Idiopathic copper-associated cirrhosis,Disease,['Childhood'],['Unknown']
209932,Cone dystrophy with supernormal rod response,Disease,"['Adolescent', 'Adult', 'Childhood']",['Autosomal recessive']
209943,IRVAN syndrome,Disease,"['Adolescent', 'Adult', 'Childhood']",['Not applicable']
209951,Autosomal spastic paraplegia type 18,Disease,"['Childhood', 'Infancy']","['Autosomal dominant', 'Autosomal recessive']"
209956,Idiopathic uveal effusion syndrome,Disease,['Adult'],['Unknown']
209959,Phacoanaphylactic uveitis,Disease,['Adult'],['Not applicable']
209964,Solitary rectal ulcer syndrome,Disease,['Adult'],['Not applicable']
209967,Episodic ataxia type 6,Disease,['Childhood'],['Autosomal dominant']
209970,Episodic ataxia type 7,Disease,['Childhood'],['Autosomal dominant']
209973,Benign nocturnal alternating hemiplegia of childhood,Disease,"['Childhood', 'Infancy']",['Unknown']
209981,IRIDA syndrome,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
209989,Non-papillary transitional cell carcinoma of the bladder,Disease,"['Adult', 'Elderly']",['Not applicable']
210110,Intermediate osteopetrosis,Malformation syndrome,['Childhood'],['Autosomal recessive']
210115,Sterile multifocal osteomyelitis with periostitis and pustulosis,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
210122,Congenital alveolar capillary dysplasia,Disease,"['Infancy', 'Neonatal']",['Autosomal dominant']
210128,Urocanic aciduria,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
210133,Leukonychia totalis-acanthosis-nigricans-like lesions-abnormal hair syndrome,Disease,"['Infancy', 'Neonatal']",['Autosomal dominant']
210136,Pulmonary fibrosis-hepatic hyperplasia-bone marrow hypoplasia syndrome,Disease,['Adult'],['Unknown']
210141,Inherited congenital spastic tetraplegia,Disease,"['Infancy', 'Neonatal']","['Autosomal recessive', 'Unknown']"
210144,"Lethal polymalformative syndrome, Boissel type",Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal recessive']
210159,Adult hepatocellular carcinoma,Disease,"['Adult', 'Elderly']",['Not applicable']
210163,"Congenital lethal myopathy, Compton-North type",Disease,"['Antenatal', 'Neonatal']",['Autosomal recessive']
210272,Mal de débarquement,Clinical syndrome,['All ages'],['Not applicable']
210548,Macrocephaly-intellectual disability-autism syndrome,Disease,"['Infancy', 'Neonatal']",['Autosomal dominant']
210571,Dystonia 16,Disease,"['Childhood', 'Infancy']",['Autosomal recessive']
210584,Spindle cell hemangioma,Disease,"['Adolescent', 'Adult', 'Childhood', 'Elderly']",['Not applicable']
211017,Spinocerebellar ataxia type 30,Disease,"['Adult', 'Elderly']",['Autosomal dominant']
211037,Autosomal dominant proximal spinal muscular atrophy,Clinical group,[],['Autosomal dominant']
211067,Episodic ataxia type 5,Disease,['All ages'],['Autosomal dominant']
213504,Adenocarcinoma of ovary,Disease,['Adult'],['Not applicable']
213512,Malignant mixed Müllerian tumor of the ovary,Disease,['Adult'],[]
213528,Rare adenocarcinoma of the breast,Disease,['Adult'],[]
213531,Metaplastic carcinoma of the breast,Disease,['Adult'],[]
213557,Salivary gland type cancer of the breast,Disease,['Adult'],[]
213716,Squamous cell carcinoma of the corpus uteri,Disease,['Adult'],[]
213746,Transitional cell carcinoma of the corpus uteri,Disease,['Adult'],[]
213751,Malignant germ cell tumor of the corpus uteri,Disease,"['Adult', 'Elderly']",[]
213767,Squamous cell carcinoma of the cervix uteri,Disease,['Adult'],[]
213772,Adenocarcinoma of the cervix uteri,Disease,['Adult'],['Not applicable']
213777,High-grade neuroendocrine carcinoma of the cervix uteri,Disease,"['Adult', 'Elderly']",[]
213787,Carcinosarcoma of the cervix uteri,Disease,"['Adult', 'Elderly']",[]
213792,Adenosarcoma of the cervix uteri,Disease,"['Adolescent', 'Adult', 'Elderly']",[]
213802,Rhabdomyosarcoma of the cervix uteri,Disease,"['Adolescent', 'Adult', 'Childhood']",[]
213807,Leiomyosarcoma of the cervix uteri,Disease,"['Adult', 'Elderly']",[]
213812,Primitive neuroectodermal tumor of the cervix uteri,Disease,['Adult'],[]
216675,Transposition of the great arteries,Category,"['Infancy', 'Neonatal']","['Multigenic/multifactorial', 'Not applicable']"
216694,Congenitally corrected transposition of the great arteries,Morphological anomaly,['All ages'],['Not applicable']
216718,Isolated congenitally uncorrected transposition of the great arteries,Clinical subtype,"['Infancy', 'Neonatal']","['Multigenic/multifactorial', 'Not applicable']"
216729,Congenitally uncorrected transposition of the great arteries with cardiac malformation,Clinical subtype,"['Infancy', 'Neonatal']","['Multigenic/multifactorial', 'Not applicable']"
216796,Osteogenesis imperfecta type 1,Clinical subtype,['Childhood'],['Autosomal dominant']
216804,Osteogenesis imperfecta type 2,Clinical subtype,"['Antenatal', 'Neonatal']","['Autosomal dominant', 'Autosomal recessive']"
216812,Osteogenesis imperfecta type 3,Clinical subtype,"['Infancy', 'Neonatal']","['Autosomal dominant', 'Autosomal recessive', 'X-linked recessive']"
216820,Osteogenesis imperfecta type 4,Clinical subtype,"['Infancy', 'Neonatal']","['Autosomal dominant', 'Autosomal recessive', 'X-linked recessive']"
216828,Osteogenesis imperfecta type 5,Clinical subtype,"['Infancy', 'Neonatal']","['Autosomal dominant', 'Autosomal recessive']"
216866,Classic pantothenate kinase-associated neurodegeneration,Clinical subtype,"['Infancy', 'Neonatal']",[]
216873,Atypical pantothenate kinase-associated neurodegeneration,Clinical subtype,['Childhood'],[]
216972,"Niemann-Pick disease type C, severe perinatal form",Clinical subtype,"['Antenatal', 'Neonatal']",['Autosomal recessive']
216975,"Niemann-Pick disease type C, severe early infantile neurologic onset",Clinical subtype,"['Infancy', 'Neonatal']",['Autosomal recessive']
216978,"Niemann-Pick disease type C, late infantile neurologic onset",Clinical subtype,['Childhood'],['Autosomal recessive']
216981,"Niemann-Pick disease type C, juvenile neurologic onset",Clinical subtype,['Childhood'],['Autosomal recessive']
216986,"Niemann-Pick disease type C, adult neurologic onset",Clinical subtype,['Childhood'],['Autosomal recessive']
217008,Bockenheimer syndrome,Malformation syndrome,"['Childhood', 'Neonatal']",['Not applicable']
217012,Spinocerebellar ataxia type 31,Disease,"['Adolescent', 'Adult', 'Childhood', 'Elderly']",['Autosomal dominant']
217017,Zechi-Ceide syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal recessive']
217026,"Microcephaly-facio-cardio-skeletal syndrome, Hadziselimovic type",Malformation syndrome,"['Infancy', 'Neonatal']",['Unknown']
217055,Autosomal recessive intermediate Charcot-Marie-Tooth disease type A,Disease,['Childhood'],['Autosomal recessive']
217059,Isolated nail clubbing,Morphological anomaly,"['Infancy', 'Neonatal']","['Autosomal dominant', 'Autosomal recessive']"
217064,5-fluorouracil poisoning,Particular clinical situation in a disease or syndrome,"['Adult', 'Elderly']",['Not applicable']
217067,Pouchitis,Particular clinical situation in a disease or syndrome,['All ages'],['Not applicable']
217071,Renal cell carcinoma,Clinical group,['Adult'],['Not applicable']
217074,Rare carcinoma of pancreas,Category,['Adult'],['Not applicable']
217080,Pulmonary fungal infections in patients deemed at risk,Particular clinical situation in a disease or syndrome,['All ages'],['Not applicable']
217085,"Mucopolysaccharidosis type 2, severe form",Clinical subtype,['Childhood'],['X-linked recessive']
217093,"Mucopolysaccharidosis type 2, attenuated form",Clinical subtype,['Childhood'],['X-linked recessive']
217253,NMDA receptor encephalitis,Disease,['All ages'],['Not applicable']
217260,Progressive multifocal leukoencephalopathy,Disease,['All ages'],['Not applicable']
217266,BNAR syndrome,Malformation syndrome,"['Antenatal', 'Neonatal']",['Autosomal recessive']
217330,REN-related autosomal dominant tubulointerstitial kidney disease,Clinical subtype,"['Adolescent', 'Adult', 'Childhood', 'Infancy']",['Autosomal dominant']
217335,RIN2 syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal recessive']
217340,17q21.31 microduplication syndrome,Malformation syndrome,"['Infancy', 'Neonatal']","['Not applicable', 'Unknown']"
217346,19q13.11 microdeletion syndrome,Malformation syndrome,"['Infancy', 'Neonatal']","['Not applicable', 'Unknown']"
217371,Acute infantile liver failure due to synthesis defect of mtDNA-encoded proteins,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
217377,Microduplication Xp11.22p11.23 syndrome,Malformation syndrome,"['Infancy', 'Neonatal']","['Not applicable', 'X-linked dominant']"
217382,Neurodegenerative syndrome due to cerebral folate transport deficiency,Disease,['Childhood'],['Autosomal recessive']
217385,17p13.3 microduplication syndrome,Malformation syndrome,"['Infancy', 'Neonatal']","['Not applicable', 'Unknown']"
217390,Combined immunodeficiency due to DOCK8 deficiency,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
217396,Progressive polyneuropathy with bilateral striatal necrosis,Disease,['Childhood'],['Autosomal recessive']
217399,Congenital insensitivity to pain-hyperhidrosis-absence of cutaneous sensory innervation,Disease,"['Infancy', 'Neonatal']",['Unknown']
217407,Hereditary hypotrichosis with recurrent skin vesicles,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
217467,Hereditary thrombophilia due to congenital histidine-rich (poly-L) glycoprotein deficiency,Disease,[],['Autosomal dominant']
217557,Pulmonary interstitial glycogenosis,Disease,"['Infancy', 'Neonatal']",['Not applicable']
217560,Neuroendocrine cell hyperplasia of infancy,Disease,"['Infancy', 'Neonatal']",['Not applicable']
217563,Neonatal acute respiratory distress syndrome,Disease,['Neonatal'],['Autosomal recessive']
217566,Chronic respiratory distress with surfactant metabolism deficiency,Disease,['All ages'],['Autosomal dominant']
217604,Dilated cardiomyopathy,Category,['All ages'],[]
217622,Sensorineural deafness with dilated cardiomyopathy,Disease,['Childhood'],['Autosomal dominant']
217656,Inherited isolated arrhythmogenic cardiomyopathy,Disease,['No data available'],['Autosomal dominant']
220295,Xeroderma pigmentosum-Cockayne syndrome complex,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
220386,Semilobar holoprosencephaly,Clinical subtype,"['Infancy', 'Neonatal']","['Multigenic/multifactorial', 'Not applicable']"
220393,Diffuse cutaneous systemic sclerosis,Clinical subtype,['Adult'],"['Multigenic/multifactorial', 'Not applicable']"
220402,Limited cutaneous systemic sclerosis,Clinical subtype,['Adult'],"['Multigenic/multifactorial', 'Not applicable']"
220407,Limited systemic sclerosis,Clinical subtype,['Adult'],['Not applicable']
220436,Quebec platelet disorder,Disease,['Adult'],['Autosomal dominant']
220448,Macrothrombocytopenia with mitral valve insufficiency,Disease,['Childhood'],[]
220460,Attenuated familial adenomatous polyposis,Disease,['Adult'],"['Autosomal dominant', 'Autosomal recessive']"
220465,Laron syndrome with immunodeficiency,Disease,"['Childhood', 'Infancy', 'Neonatal']",['Autosomal recessive']
220489,Rare hereditary hemochromatosis,Category,['All ages'],"['Autosomal dominant', 'Autosomal recessive']"
220493,Joubert syndrome with ocular defect,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal recessive']
220497,Joubert syndrome with renal defect,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal recessive']
221008,Rothmund-Thomson syndrome type 1,Clinical subtype,"['Infancy', 'Neonatal']",['Autosomal recessive']
221016,Rothmund-Thomson syndrome type 2,Clinical subtype,"['Infancy', 'Neonatal']",['Autosomal recessive']
221039,"Hereditary sclerosing poikiloderma, Weary type",Disease,['Childhood'],[]
221043,Hereditary fibrosing poikiloderma-tendon contractures-myopathy-pulmonary fibrosis syndrome,Disease,['Infancy'],['Autosomal dominant']
221046,Poikiloderma with neutropenia,Disease,"['Childhood', 'Infancy', 'Neonatal']",['Autosomal recessive']
221054,Acrocephalopolydactyly,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal recessive']
221061,Familial cerebral cavernous malformation,Malformation syndrome,['All ages'],['Autosomal dominant']
221074,Marchiafava-Bignami disease,Disease,['Adult'],[]
221091,Trigeminal neuralgia,Disease,"['Adolescent', 'Adult', 'Elderly']",['Not applicable']
221098,Glossopharyngeal neuralgia,Disease,"['Adolescent', 'Adult', 'Elderly']",[]
221120,Pseudoaminopterin syndrome,Malformation syndrome,"['Antenatal', 'Neonatal']",[]
221126,Fowler vasculopathy,Malformation syndrome,"['Antenatal', 'Neonatal']",['Autosomal recessive']
221139,Combined immunodeficiency with facio-oculo-skeletal anomalies,Disease,['Neonatal'],[]
221142,Confetti-like macular atrophy,Disease,['Adult'],[]
221145,"Cutis laxa with severe pulmonary, gastrointestinal and urinary anomalies",Malformation syndrome,['Neonatal'],['Autosomal recessive']
225123,TFR2-related hemochromatosis,Disease,"['Adolescent', 'Adult']",['Autosomal recessive']
225147,Sporadic infantile bilateral striatal necrosis,Disease,['All ages'],['Not applicable']
225154,Familial infantile bilateral striatal necrosis,Disease,"['Infancy', 'Neonatal']","['Autosomal dominant', 'Autosomal recessive', 'Mitochondrial inheritance']"
226292,Permanent congenital hypothyroidism,Category,"['Infancy', 'Neonatal']","['Autosomal recessive', 'Not applicable']"
226307,Hypothyroidism due to deficient transcription factors involved in pituitary development or function,Disease,['Infancy'],"['Autosomal dominant', 'Autosomal recessive']"
226313,Congenital hypothyroidism due to maternal intake of antithyroid drugs,Disease,"['Infancy', 'Neonatal']",[]
226316,Genetic transient congenital hypothyroidism,Disease,"['Infancy', 'Neonatal']",[]
227510,"Multiple system atrophy, cerebellar type",Clinical subtype,['Adult'],['Not applicable']
227535,Hereditary breast cancer,Disease,"['Adult', 'Elderly']","['Autosomal dominant', 'Multigenic/multifactorial']"
227796,Fundus albipunctatus,Disease,['Childhood'],"['Autosomal dominant', 'Autosomal recessive']"
227972,Toxic oil syndrome,Disease,['All ages'],['Not applicable']
227976,"Autosomal recessive optic atrophy, OPA7 type",Disease,['Childhood'],['Autosomal recessive']
227982,Autoimmune polyendocrinopathy type 3,Disease,['All ages'],['Multigenic/multifactorial']
227990,Autoimmune polyendocrinopathy type 4,Disease,['Adult'],['Multigenic/multifactorial']
228000,Idiopathic CD4 lymphocytopenia,Biological anomaly,['Adult'],['Not applicable']
228003,Severe combined immunodeficiency due to CORO1A deficiency,Disease,"['Childhood', 'Infancy', 'Neonatal']",['Autosomal recessive']
228012,Progressive sensorineural hearing loss-hypertrophic cardiomyopathy syndrome,Disease,['All ages'],['Autosomal dominant']
228113,Anal fistula,Particular clinical situation in a disease or syndrome,['All ages'],['Not applicable']
228116,Hughes-Stovin syndrome,Disease,['Adult'],['Not applicable']
228119,Fusariosis,Disease,['All ages'],['Not applicable']
228123,Coccidioidomycosis,Disease,['All ages'],['Not applicable']
228140,"Idiopathic ventricular fibrillation, non Brugada type",Disease,['All ages'],"['Autosomal dominant', 'Not applicable']"
228157,Marburg acute multiple sclerosis,Disease,['Adult'],['Multigenic/multifactorial']
228165,Baló concentric sclerosis,Disease,['Adult'],['Multigenic/multifactorial']
228169,Autosomal dominant striatal neurodegeneration,Disease,['Adult'],['Autosomal dominant']
228174,Autosomal dominant Charcot-Marie-Tooth disease type 2N,Disease,['All ages'],['Autosomal dominant']
228179,Autosomal dominant Charcot-Marie-Tooth disease type 2M,Disease,['All ages'],['Autosomal dominant']
228190,Patent ductus arteriosus-bicuspid aortic valve-hand anomalies syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal dominant']
228227,Late-onset focal dermal elastosis,Disease,['Adult'],['Not applicable']
228236,Linear focal elastosis,Disease,['All ages'],['Not applicable']
228240,Elastoderma,Disease,"['Adolescent', 'Adult']",['Not applicable']
228243,Elastofibroma dorsi,Disease,['Adult'],['Not applicable']
228247,Acquired pseudoxanthoma elasticum,Disease,['Adult'],['Not applicable']
228254,Elastoma,Disease,['Childhood'],['Not applicable']
228264,Papular elastorrhexis,Disease,['All ages'],['Not applicable']
228272,Primary anetoderma,Disease,['All ages'],['Not applicable']
228277,Familial anetoderma,Disease,['All ages'],"['Autosomal dominant', 'Autosomal recessive']"
228285,Acquired cutis laxa,Disease,['All ages'],['Not applicable']
228290,White fibrous papulosis of the neck,Disease,['Adult'],['Not applicable']
228293,Pseudoxanthoma elasticum-like papillary dermal elastolysis,Disease,['Adult'],['Not applicable']
228299,Mid-dermal elastolysis,Disease,['Adult'],['Not applicable']
228302,"Carnitine palmitoyl transferase II deficiency, myopathic form",Clinical subtype,"['Adolescent', 'Adult', 'Childhood', 'Infancy']",['Autosomal recessive']
228305,"Carnitine palmitoyl transferase II deficiency, severe infantile form",Clinical subtype,"['Infancy', 'Neonatal']",['Autosomal recessive']
228308,"Carnitine palmitoyl transferase II deficiency, neonatal form",Clinical subtype,['Neonatal'],['Autosomal recessive']
228312,"Autoimmune hemolytic anemia, cold type",Clinical group,['All ages'],['Multigenic/multifactorial']
228371,Foodborne botulism,Clinical subtype,['All ages'],[]
228374,Charcot-Marie-Tooth disease type 2B5,Disease,"['Childhood', 'Infancy']",['Autosomal recessive']
