ORPHAcode,nombre_enfermedad,tipo_enfermedad,edad_media_inicio,tipo_herencia
228379,Virus-associated trichodysplasia spinulosa,Disease,['All ages'],['Not applicable']
228384,5q14.3 microdeletion syndrome,Etiological subtype,"['Infancy', 'Neonatal']","['Not applicable', 'Unknown']"
228387,Spondylo-megaepiphyseal-metaphyseal dysplasia,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
228390,Frontonasal dysplasia-alopecia-genital anomalies syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal recessive']
228396,Ptosis-upper ocular movement limitation-absence of lacrimal punctum syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal recessive']
228399,8q12 microduplication syndrome,Malformation syndrome,"['Infancy', 'Neonatal']","['Not applicable', 'Unknown']"
228402,2q23.1 microdeletion syndrome,Malformation syndrome,"['Infancy', 'Neonatal']","['Not applicable', 'Unknown']"
228410,Cardiac anomalies-short stature-joint hypermobility-facial dysmorphism syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal dominant']
228415,5q35 microduplication syndrome,Malformation syndrome,['Childhood'],"['Not applicable', 'Unknown']"
228423,GATA2 deficiency spectrum,Disease,['Adult'],"['Autosomal dominant', 'Not applicable']"
228426,Syndromic multisystem autoimmune disease due to Itch deficiency,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
229717,Isolated agammaglobulinemia,Disease,"['Infancy', 'Neonatal']","['Autosomal dominant', 'Autosomal recessive', 'X-linked recessive']"
230800,Toxin-mediated infectious botulism,Clinical subtype,['All ages'],[]
230839,Classical-like Ehlers-Danlos syndrome type 1,Disease,"['Childhood', 'Infancy', 'Neonatal']",['Autosomal recessive']
230851,Cardiac-valvular Ehlers-Danlos syndrome,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
230857,Ehlers-Danlos/osteogenesis imperfecta syndrome,Disease,"['Infancy', 'Neonatal']",['Autosomal dominant']
231013,Congenital trigeminal anesthesia,Disease,"['Infancy', 'Neonatal']",['Not applicable']
231031,Erythema palmare hereditarium,Disease,"['Infancy', 'Neonatal']",['Autosomal dominant']
231040,Familial generalized lentiginosis,Disease,['All ages'],"['Autosomal dominant', 'Unknown']"
231080,High-grade dysplasia in patients with Barrett esophagus,Particular clinical situation in a disease or syndrome,['All ages'],['Not applicable']
231108,Rhabdoid tumor predisposition syndrome,Disease,['Childhood'],['Autosomal dominant']
231111,Drug-induced lupus erythematosus,Disease,['All ages'],['Not applicable']
231117,Beckwith-Wiedemann syndrome due to imprinting defect of 11p15,Etiological subtype,"['Infancy', 'Neonatal']",[]
231120,Beckwith-Wiedemann syndrome due to CDKN1C mutation,Etiological subtype,"['Infancy', 'Neonatal']",['Autosomal dominant']
231127,Beckwith-Wiedemann syndrome due to 11p15 microdeletion,Etiological subtype,[],['Not applicable']
231130,Beckwith-Wiedemann syndrome due to 11p15 translocation/inversion,Etiological subtype,"['Infancy', 'Neonatal']",[]
231137,Silver-Russell syndrome due to 7p11.2p13 microduplication,Etiological subtype,"['Infancy', 'Neonatal']","['Autosomal dominant', 'Not applicable']"
231140,Silver-Russell syndrome due to an imprinting defect of 11p15,Etiological subtype,"['Antenatal', 'Neonatal']","['Not applicable', 'Unknown']"
231144,Silver-Russell syndrome due to 11p15 microduplication,Etiological subtype,"['Antenatal', 'Neonatal']","['Autosomal dominant', 'Not applicable']"
231147,Silver-Russell syndrome due to maternal uniparental disomy of chromosome 11,Etiological subtype,"['Infancy', 'Neonatal']","['Not applicable', 'Unknown']"
231154,Combined immunodeficiency due to partial RAG1 deficiency,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
231160,Familial cerebral saccular aneurysm,Disease,['All ages'],"['Autosomal dominant', 'Autosomal recessive']"
231169,Usher syndrome type 1,Clinical subtype,"['Infancy', 'Neonatal']",['Autosomal recessive']
231178,Usher syndrome type 2,Clinical subtype,"['Infancy', 'Neonatal']",['Autosomal recessive']
231183,Usher syndrome type 3,Clinical subtype,"['Adolescent', 'Childhood']",['Autosomal recessive']
231214,Beta-thalassemia major,Clinical subtype,"['Infancy', 'Neonatal']",['Autosomal recessive']
231222,Beta-thalassemia intermedia,Clinical subtype,['Childhood'],['Autosomal recessive']
231226,Dominant beta-thalassemia,Clinical subtype,['Childhood'],['Autosomal dominant']
231230,Beta-thalassemia associated with another hemoglobin anomaly,Category,['All ages'],"['Autosomal dominant', 'Autosomal recessive']"
231237,Delta-beta-thalassemia,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
231242,Hemoglobin C-beta-thalassemia syndrome,Disease,"['Adolescent', 'Adult', 'Childhood', 'Infancy']",['Autosomal recessive']
231249,Hemoglobin E-beta-thalassemia syndrome,Disease,"['Adolescent', 'Adult', 'Childhood', 'Infancy']",['Autosomal recessive']
231393,Beta-thalassemia-X-linked thrombocytopenia syndrome,Disease,['No data available'],['X-linked recessive']
231401,Alpha-thalassemia-myelodysplastic syndrome,Disease,['Adult'],['Not applicable']
231413,Variant of Guillain-Barré syndrome,Category,['All ages'],"['Multigenic/multifactorial', 'Not applicable']"
231416,Regional variant of Guillain-Barré syndrome,Clinical group,['All ages'],"['Multigenic/multifactorial', 'Not applicable']"
231419,Functional variant of Guillain-Barré syndrome,Clinical group,['All ages'],"['Multigenic/multifactorial', 'Not applicable']"
231426,Pharyngeal-cervical-brachial variant of Guillain-Barré syndrome,Disease,['All ages'],"['Multigenic/multifactorial', 'Not applicable']"
231445,Paraparetic variant of Guillain-Barré syndrome,Disease,['All ages'],"['Multigenic/multifactorial', 'Not applicable']"
231450,Acute pure sensory neuropathy,Disease,['All ages'],"['Multigenic/multifactorial', 'Not applicable']"
231457,Acute pandysautonomia,Disease,['All ages'],"['Multigenic/multifactorial', 'Not applicable']"
231466,Acute sensory ataxic neuropathy,Disease,['All ages'],"['Multigenic/multifactorial', 'Not applicable']"
231500,Hermansky-Pudlak syndrome due to BLOC-3 deficiency,Clinical subtype,"['Infancy', 'Neonatal']",['Autosomal recessive']
231512,Hermansky-Pudlak syndrome due to BLOC-2 deficiency,Clinical subtype,"['Infancy', 'Neonatal']",['Autosomal recessive']
231556,Late-onset localized junctional epidermolysis bullosa-intellectual disability syndrome,Disease,['Childhood'],['Unknown']
231568,Autosomal dominant generalized dystrophic epidermolysis bullosa,Disease,"['Infancy', 'Neonatal']",['Autosomal dominant']
231573,Congenital erosive and vesicular dermatosis,Disease,"['Infancy', 'Neonatal']",['Not applicable']
231580,Primary unilateral adrenal hyperplasia,Disease,['All ages'],['Not applicable']
231625,Adrenocortical carcinoma with pure aldosterone hypersecretion,Disease,['All ages'],['Not applicable']
231632,Ectopic aldosterone-producing tumor,Disease,['All ages'],['Not applicable']
231637,Rare surgically correctable form of primary aldosteronism,Category,['All ages'],['Not applicable']
231641,Rare non surgically correctable form of primary aldosteronism,Category,[],"['Autosomal dominant', 'Not applicable']"
231662,Isolated growth hormone deficiency type IA,Clinical subtype,"['Infancy', 'Neonatal']",['Autosomal recessive']
231671,Isolated growth hormone deficiency type IB,Clinical subtype,"['Infancy', 'Neonatal']",['Autosomal recessive']
231679,Isolated growth hormone deficiency type II,Clinical subtype,"['Infancy', 'Neonatal']",['Autosomal dominant']
231692,Isolated growth hormone deficiency type III,Clinical subtype,"['Infancy', 'Neonatal']",['X-linked recessive']
231720,Non-acquired combined pituitary hormone deficiency-sensorineural hearing loss-spine abnormalities syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal recessive']
231736,Microcornea-posterior megalolenticonus-persistent fetal vasculature-coloboma syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Unknown']
231742,Epibulbar lipodermoid-preauricular appendage-polythelia syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal dominant']
235936,Familial hyperaldosteronism,Clinical group,['All ages'],['Autosomal dominant']
238269,AApoAII amyloidosis,Clinical subtype,[],['Autosomal dominant']
238329,Severe X-linked mitochondrial encephalomyopathy,Disease,"['Infancy', 'Neonatal']",['X-linked recessive']
238446,15q11q13 microduplication syndrome,Malformation syndrome,"['Infancy', 'Neonatal']","['Not applicable', 'Unknown']"
238455,Infantile dystonia-parkinsonism,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
238459,SLC35A1-CDG,Disease,"['Infancy', 'Neonatal']",['No data available']
238468,Hypohidrotic ectodermal dysplasia,Disease,"['Infancy', 'Neonatal']","['Autosomal dominant', 'Autosomal recessive', 'X-linked recessive']"
238475,Familial hypercholanemia,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
238505,Combined immunodeficiency due to CD27 deficiency,Disease,"['Adolescent', 'Adult', 'Childhood', 'Infancy']",['Autosomal recessive']
238517,Hypotonia-cystinuria type 1 syndrome,Clinical group,"['Infancy', 'Neonatal']",['Autosomal recessive']
238523,Atypical hypotonia-cystinuria syndrome,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
238536,Congenital secondary polycythemia,Category,"['Infancy', 'Neonatal']","['Autosomal dominant', 'Autosomal recessive']"
238547,Acquired secondary polycythemia,Category,['All ages'],['Not applicable']
238557,Chuvash erythrocytosis,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
238569,Immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections syndrome,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
238578,Familial clubfoot due to 17q23.1q23.2 microduplication,Etiological subtype,"['Infancy', 'Neonatal']","['Autosomal dominant', 'Not applicable']"
238583,Hyperphenylalaninemia due to tetrahydrobiopterin deficiency,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
238593,IgG4-related mesenteritis,Clinical subtype,['Adult'],['Not applicable']
238606,Primary orthostatic tremor,Disease,['Adult'],['Not applicable']
238621,Ileal pouch anal anastomosis related faecal incontinence,Particular clinical situation in a disease or syndrome,['All ages'],['Not applicable']
238624,Idiopathic intracranial hypertension,Disease,"['Adult', 'Elderly']",['Not applicable']
238637,Megacystis-megaureter syndrome,Disease,"['Infancy', 'Neonatal']",[]
238642,"Primary megaureter, adult-onset form",Clinical subtype,['Adult'],['Unknown']
238646,"Congenital primary megaureter, obstructed form",Clinical subtype,"['Infancy', 'Neonatal']",['Unknown']
238650,"Congenital primary megaureter, refluxing form",Clinical subtype,"['Infancy', 'Neonatal']",['Unknown']
238654,"Congenital primary megaureter, nonrefluxing and unobstructed form",Clinical subtype,"['Infancy', 'Neonatal']",['Unknown']
238666,Isolated congenital hypogonadotropic hypogonadism,Disease,"['Adolescent', 'Infancy', 'Neonatal']","['Autosomal dominant', 'Autosomal recessive', 'Oligogenic', 'Unknown', 'X-linked recessive']"
238670,Isolated thyrotropin-releasing hormone deficiency,Disease,['All ages'],['Unknown']
238688,Neonatal iodine exposure,Disease,"['Infancy', 'Neonatal']",['Not applicable']
238722,Familial congenital mirror movements,Disease,"['Childhood', 'Infancy']","['Autosomal dominant', 'Autosomal recessive']"
238744,Mammary-digital-nail syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal dominant']
238750,4q21 microdeletion syndrome,Malformation syndrome,"['Infancy', 'Neonatal']","['Not applicable', 'Unknown']"
238763,Glaucoma secondary to spherophakia/ectopia lentis and megalocornea,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal recessive']
238769,1q44 microdeletion syndrome,Malformation syndrome,"['Infancy', 'Neonatal']","['Not applicable', 'Unknown']"
240071,Classic progressive supranuclear palsy syndrome,Clinical subtype,['Adult'],['Not applicable']
240085,Progressive supranuclear palsy-predominant parkinsonism syndrome,Clinical subtype,['Adult'],['Not applicable']
240094,Progressive supranuclear palsy-pure akinesia with gait freezing syndrome,Clinical subtype,['Adult'],['Not applicable']
240103,Progressive supranuclear palsy-corticobasal syndrome,Clinical subtype,['Adult'],['Not applicable']
240112,Progressive supranuclear palsy-progressive non-fluent aphasia syndrome,Clinical subtype,['Adult'],['Not applicable']
240760,Nijmegen breakage syndrome-like disorder,Malformation syndrome,['Neonatal'],[]
243343,Dimethylglycine dehydrogenase deficiency,Disease,['Childhood'],['Autosomal recessive']
243367,Acute fatty liver of pregnancy,Disease,['Adult'],['Multigenic/multifactorial']
244242,HELLP syndrome,Disease,['Adult'],['Multigenic/multifactorial']
244275,De novo thrombotic microangiopathy after kidney transplantation,Particular clinical situation in a disease or syndrome,['All ages'],[]
244283,Biliary atresia with splenic malformation syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Multigenic/multifactorial']
244305,Dominant hypophosphatemia with nephrolithiasis or osteoporosis,Disease,['Adult'],['Autosomal dominant']
244310,RFT1-CDG,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
247165,Infantile mercury poisoning,Disease,['Infancy'],['Not applicable']
247198,Progressive cerebello-cerebral atrophy,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
247203,Collecting duct carcinoma,Disease,['Adult'],['Not applicable']
247234,Sporadic adult-onset ataxia of unknown etiology,Disease,"['Adult', 'Elderly']",['Not applicable']
247239,Non-hereditary degenerative ataxia,Category,['Adult'],['Not applicable']
247245,Superficial siderosis,Disease,['All ages'],['Not applicable']
247257,Inhalational anthrax,Disease,['All ages'],['Not applicable']
247262,Hyperphosphatasia-intellectual disability syndrome,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
247353,Generalized pustular psoriasis,Disease,['Adult'],"['Autosomal recessive', 'Not applicable']"
247378,Autosomal recessive secondary polycythemia not associated with VHL gene,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
247511,Autosomal dominant secondary polycythemia,Disease,"['Infancy', 'Neonatal']",['Autosomal dominant']
247522,Primary ciliary dyskinesia-retinitis pigmentosa syndrome,Disease,['Childhood'],['X-linked recessive']
247525,Citrullinemia type I,Disease,['All ages'],['Autosomal recessive']
247546,Acute neonatal citrullinemia type I,Clinical subtype,"['Infancy', 'Neonatal']",['Autosomal recessive']
247573,Late-onset citrullinemia type I,Clinical subtype,['Adult'],['Autosomal recessive']
247582,Citrin deficiency,Category,['All ages'],['Autosomal recessive']
247585,Citrullinemia type II,Disease,['Adult'],['Autosomal recessive']
247598,Neonatal intrahepatic cholestasis due to citrin deficiency,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
247604,Juvenile primary lateral sclerosis,Disease,['Childhood'],['Autosomal recessive']
247623,Perinatal lethal hypophosphatasia,Clinical subtype,"['Antenatal', 'Neonatal']",['Autosomal recessive']
247638,Prenatal benign hypophosphatasia,Clinical subtype,"['Antenatal', 'Neonatal']","['Autosomal dominant', 'Autosomal recessive']"
247651,Infantile hypophosphatasia,Clinical subtype,"['Infancy', 'Neonatal']",['Autosomal recessive']
247667,Childhood-onset hypophosphatasia,Clinical subtype,"['Childhood', 'Infancy']","['Autosomal dominant', 'Autosomal recessive']"
247676,Adult hypophosphatasia,Clinical subtype,['Adult'],"['Autosomal dominant', 'Autosomal recessive']"
247685,Odontohypophosphatasia,Clinical subtype,"['Adolescent', 'Adult', 'Childhood', 'Infancy']","['Autosomal dominant', 'Autosomal recessive']"
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,Disease,"['Adult', 'Elderly']",['Autosomal dominant']
247698,Multiple endocrine neoplasia type 2A,Clinical subtype,['Childhood'],['Autosomal dominant']
247709,Multiple endocrine neoplasia type 2B,Clinical subtype,['Childhood'],['Autosomal dominant']
