clase_id,clase,ORPHAcode,nombre_enfermedad
156,Rare genetic diseases,79147,Familial reactive perforating collagenosis
187,Rare skin diseases,79147,Familial reactive perforating collagenosis
187,Rare skin diseases,79148,Elastosis perforans serpiginosa
156,Rare genetic diseases,79149,Dermochondrocorneal dystrophy
187,Rare skin diseases,79149,Dermochondrocorneal dystrophy
189,Rare ophthalmic disorders,79149,Dermochondrocorneal dystrophy
156,Rare genetic diseases,79150,Linear and whorled nevoid hypermelanosis
187,Rare skin diseases,79150,Linear and whorled nevoid hypermelanosis
156,Rare genetic diseases,79151,Acrokeratosis verruciformis of Hopf
187,Rare skin diseases,79151,Acrokeratosis verruciformis of Hopf
156,Rare genetic diseases,79152,Disseminated superficial actinic porokeratosis
187,Rare skin diseases,79152,Disseminated superficial actinic porokeratosis
156,Rare genetic diseases,79153,Idiopathic trachyonychia
187,Rare skin diseases,79153,Idiopathic trachyonychia
150,Rare inborn errors of metabolism,79154,2-aminoadipic 2-oxoadipic aciduria
156,Rare genetic diseases,79154,2-aminoadipic 2-oxoadipic aciduria
150,Rare inborn errors of metabolism,79155,Hydroxykynureninuria
156,Rare genetic diseases,79155,Hydroxykynureninuria
181,Rare neurological diseases,79155,Hydroxykynureninuria
147,Rare developmental anomalies during embryogenesis,79156,Seizures-intellectual disability due to hydroxylysinuria syndrome
150,Rare inborn errors of metabolism,79156,Seizures-intellectual disability due to hydroxylysinuria syndrome
156,Rare genetic diseases,79156,Seizures-intellectual disability due to hydroxylysinuria syndrome
181,Rare neurological diseases,79156,Seizures-intellectual disability due to hydroxylysinuria syndrome
150,Rare inborn errors of metabolism,79157,2-methylbutyryl-CoA dehydrogenase deficiency
156,Rare genetic diseases,79157,2-methylbutyryl-CoA dehydrogenase deficiency
181,Rare neurological diseases,79157,2-methylbutyryl-CoA dehydrogenase deficiency
150,Rare inborn errors of metabolism,79158,Cerebral organic aciduria
156,Rare genetic diseases,79158,Cerebral organic aciduria
146,Rare cardiac diseases,79159,Isobutyryl-CoA dehydrogenase deficiency
150,Rare inborn errors of metabolism,79159,Isobutyryl-CoA dehydrogenase deficiency
156,Rare genetic diseases,79159,Isobutyryl-CoA dehydrogenase deficiency
233,Rare transplant-related disorders,79159,Isobutyryl-CoA dehydrogenase deficiency
150,Rare inborn errors of metabolism,79161,Disorder of carbohydrate metabolism
156,Rare genetic diseases,79161,Disorder of carbohydrate metabolism
150,Rare inborn errors of metabolism,79163,Classic organic aciduria
156,Rare genetic diseases,79163,Classic organic aciduria
150,Rare inborn errors of metabolism,79166,Disorder of amino acid absorption and transport
156,Rare genetic diseases,79166,Disorder of amino acid absorption and transport
150,Rare inborn errors of metabolism,79167,Disorder of urea cycle metabolism and ammonia detoxification
156,Rare genetic diseases,79167,Disorder of urea cycle metabolism and ammonia detoxification
150,Rare inborn errors of metabolism,79168,Disorder of bile acid synthesis
156,Rare genetic diseases,79168,Disorder of bile acid synthesis
150,Rare inborn errors of metabolism,79169,Disorder of neurotransmitter metabolism and transport
156,Rare genetic diseases,79169,Disorder of neurotransmitter metabolism and transport
150,Rare inborn errors of metabolism,79171,Disorder of cobalamin metabolism and transport
156,Rare genetic diseases,79171,Disorder of cobalamin metabolism and transport
150,Rare inborn errors of metabolism,79172,Creatine deficiency syndrome
156,Rare genetic diseases,79172,Creatine deficiency syndrome
181,Rare neurological diseases,79172,Creatine deficiency syndrome
150,Rare inborn errors of metabolism,79173,Disorder of methionine cycle and sulfur amino acid metabolism
156,Rare genetic diseases,79173,Disorder of methionine cycle and sulfur amino acid metabolism
150,Rare inborn errors of metabolism,79174,Disorder of fatty acid oxidation and ketone body metabolism
156,Rare genetic diseases,79174,Disorder of fatty acid oxidation and ketone body metabolism
150,Rare inborn errors of metabolism,79175,Disorder of gamma-aminobutyric acid metabolism
156,Rare genetic diseases,79175,Disorder of gamma-aminobutyric acid metabolism
150,Rare inborn errors of metabolism,79177,Gluconeogenesis disorder
156,Rare genetic diseases,79177,Gluconeogenesis disorder
150,Rare inborn errors of metabolism,79178,Glucose transport disorder
156,Rare genetic diseases,79178,Glucose transport disorder
150,Rare inborn errors of metabolism,79179,Disorder of glycerol metabolism
156,Rare genetic diseases,79179,Disorder of glycerol metabolism
150,Rare inborn errors of metabolism,79181,Disorder of histidine metabolism
156,Rare genetic diseases,79181,Disorder of histidine metabolism
150,Rare inborn errors of metabolism,79183,Disorder of ketolysis
156,Rare genetic diseases,79183,Disorder of ketolysis
150,Rare inborn errors of metabolism,79185,Disorder of ornithine or proline metabolism
156,Rare genetic diseases,79185,Disorder of ornithine or proline metabolism
150,Rare inborn errors of metabolism,79186,Disorder of pentose phosphate metabolism
156,Rare genetic diseases,79186,Disorder of pentose phosphate metabolism
150,Rare inborn errors of metabolism,79187,Disorder of peptide metabolism
156,Rare genetic diseases,79187,Disorder of peptide metabolism
150,Rare inborn errors of metabolism,79188,Peroxisomal beta-oxidation disorder
156,Rare genetic diseases,79188,Peroxisomal beta-oxidation disorder
233,Rare transplant-related disorders,79188,Peroxisomal beta-oxidation disorder
150,Rare inborn errors of metabolism,79189,Peroxisome biogenesis disorder
156,Rare genetic diseases,79189,Peroxisome biogenesis disorder
181,Rare neurological diseases,79189,Peroxisome biogenesis disorder
183,Rare hepatic diseases,79189,Peroxisome biogenesis disorder
189,Rare ophthalmic disorders,79189,Peroxisome biogenesis disorder
150,Rare inborn errors of metabolism,79190,Disorder of phenylalanin or tyrosine metabolism
156,Rare genetic diseases,79190,Disorder of phenylalanin or tyrosine metabolism
150,Rare inborn errors of metabolism,79191,Disorder of purine metabolism
156,Rare genetic diseases,79191,Disorder of purine metabolism
150,Rare inborn errors of metabolism,79192,Disorder of pyridoxine metabolism
156,Rare genetic diseases,79192,Disorder of pyridoxine metabolism
150,Rare inborn errors of metabolism,79193,Disorder of pyrimidine metabolism
156,Rare genetic diseases,79193,Disorder of pyrimidine metabolism
150,Rare inborn errors of metabolism,79194,Disorder of serine or glycine metabolism
156,Rare genetic diseases,79194,Disorder of serine or glycine metabolism
147,Rare developmental anomalies during embryogenesis,79195,Sterol biosynthesis disorder
150,Rare inborn errors of metabolism,79195,Sterol biosynthesis disorder
156,Rare genetic diseases,79195,Sterol biosynthesis disorder
150,Rare inborn errors of metabolism,79196,Disorder of the gamma-glutamyl cycle
156,Rare genetic diseases,79196,Disorder of the gamma-glutamyl cycle
150,Rare inborn errors of metabolism,79197,Disorder of branched-chain amino acid metabolism
156,Rare genetic diseases,79197,Disorder of branched-chain amino acid metabolism
150,Rare inborn errors of metabolism,79200,Disorder of energy metabolism
156,Rare genetic diseases,79200,Disorder of energy metabolism
150,Rare inborn errors of metabolism,79201,Glycogen storage disease
156,Rare genetic diseases,79201,Glycogen storage disease
150,Rare inborn errors of metabolism,79204,Lipid storage disease
156,Rare genetic diseases,79204,Lipid storage disease
233,Rare transplant-related disorders,79204,Lipid storage disease
150,Rare inborn errors of metabolism,79207,Disorder of lysosomal amino acid transport
156,Rare genetic diseases,79207,Disorder of lysosomal amino acid transport
147,Rare developmental anomalies during embryogenesis,79212,Mucolipidosis
150,Rare inborn errors of metabolism,79212,Mucolipidosis
156,Rare genetic diseases,79212,Mucolipidosis
147,Rare developmental anomalies during embryogenesis,79213,Mucopolysaccharidosis
150,Rare inborn errors of metabolism,79213,Mucopolysaccharidosis
156,Rare genetic diseases,79213,Mucopolysaccharidosis
189,Rare ophthalmic disorders,79213,Mucopolysaccharidosis
199,Rare bone diseases,79213,Mucopolysaccharidosis
233,Rare transplant-related disorders,79213,Mucopolysaccharidosis
150,Rare inborn errors of metabolism,79214,Disorder of biogenic amine metabolism and transport
156,Rare genetic diseases,79214,Disorder of biogenic amine metabolism and transport
150,Rare inborn errors of metabolism,79215,Oligosaccharidosis
156,Rare genetic diseases,79215,Oligosaccharidosis
187,Rare skin diseases,79217,Other metabolic disease with skin involvement
150,Rare inborn errors of metabolism,79219,Metabolic disease involving other neurotransmitter deficiency
156,Rare genetic diseases,79219,Metabolic disease involving other neurotransmitter deficiency
181,Rare neurological diseases,79219,Metabolic disease involving other neurotransmitter deficiency
150,Rare inborn errors of metabolism,79224,Disorder of purine or pyrimidine metabolism
156,Rare genetic diseases,79224,Disorder of purine or pyrimidine metabolism
150,Rare inborn errors of metabolism,79225,Sphingolipidosis
156,Rare genetic diseases,79225,Sphingolipidosis
233,Rare transplant-related disorders,79225,Sphingolipidosis
150,Rare inborn errors of metabolism,79226,Sterol metabolism disorder
156,Rare genetic diseases,79226,Sterol metabolism disorder
150,Rare inborn errors of metabolism,79230,HJV or HAMP-related hemochromatosis
156,Rare genetic diseases,79230,HJV or HAMP-related hemochromatosis
183,Rare hepatic diseases,79230,HJV or HAMP-related hemochromatosis
233,Rare transplant-related disorders,79230,HJV or HAMP-related hemochromatosis
150,Rare inborn errors of metabolism,79233,Hypoxanthine guanine phosphoribosyltransferase partial deficiency
156,Rare genetic diseases,79233,Hypoxanthine guanine phosphoribosyltransferase partial deficiency
181,Rare neurological diseases,79233,Hypoxanthine guanine phosphoribosyltransferase partial deficiency
188,Rare renal diseases,79233,Hypoxanthine guanine phosphoribosyltransferase partial deficiency
194,Rare hematological diseases,79233,Hypoxanthine guanine phosphoribosyltransferase partial deficiency
233,Rare transplant-related disorders,79233,Hypoxanthine guanine phosphoribosyltransferase partial deficiency
150,Rare inborn errors of metabolism,79234,Crigler-Najjar syndrome type 1
156,Rare genetic diseases,79234,Crigler-Najjar syndrome type 1
183,Rare hepatic diseases,79234,Crigler-Najjar syndrome type 1
233,Rare transplant-related disorders,79234,Crigler-Najjar syndrome type 1
150,Rare inborn errors of metabolism,79235,Crigler-Najjar syndrome type 2
156,Rare genetic diseases,79235,Crigler-Najjar syndrome type 2
183,Rare hepatic diseases,79235,Crigler-Najjar syndrome type 2
233,Rare transplant-related disorders,79235,Crigler-Najjar syndrome type 2
150,Rare inborn errors of metabolism,79237,Galactokinase deficiency
156,Rare genetic diseases,79237,Galactokinase deficiency
188,Rare renal diseases,79237,Galactokinase deficiency
189,Rare ophthalmic disorders,79237,Galactokinase deficiency
150,Rare inborn errors of metabolism,79238,Galactose epimerase deficiency
156,Rare genetic diseases,79238,Galactose epimerase deficiency
183,Rare hepatic diseases,79238,Galactose epimerase deficiency
188,Rare renal diseases,79238,Galactose epimerase deficiency
189,Rare ophthalmic disorders,79238,Galactose epimerase deficiency
150,Rare inborn errors of metabolism,79239,Classic galactosemia
156,Rare genetic diseases,79239,Classic galactosemia
181,Rare neurological diseases,79239,Classic galactosemia
183,Rare hepatic diseases,79239,Classic galactosemia
188,Rare renal diseases,79239,Classic galactosemia
189,Rare ophthalmic disorders,79239,Classic galactosemia
193,Rare endocrine diseases,79239,Classic galactosemia
201,Rare infertility disorders,79239,Classic galactosemia
205,Rare gynecological and obstetric diseases,79239,Classic galactosemia
233,Rare transplant-related disorders,79239,Classic galactosemia
150,Rare inborn errors of metabolism,79240,Glycogen storage disease due to liver and muscle phosphorylase kinase deficiency
156,Rare genetic diseases,79240,Glycogen storage disease due to liver and muscle phosphorylase kinase deficiency
181,Rare neurological diseases,79240,Glycogen storage disease due to liver and muscle phosphorylase kinase deficiency
183,Rare hepatic diseases,79240,Glycogen storage disease due to liver and muscle phosphorylase kinase deficiency
150,Rare inborn errors of metabolism,79241,Biotinidase deficiency
156,Rare genetic diseases,79241,Biotinidase deficiency
181,Rare neurological diseases,79241,Biotinidase deficiency
187,Rare skin diseases,79241,Biotinidase deficiency
150,Rare inborn errors of metabolism,79242,Holocarboxylase synthetase deficiency
156,Rare genetic diseases,79242,Holocarboxylase synthetase deficiency
187,Rare skin diseases,79242,Holocarboxylase synthetase deficiency
150,Rare inborn errors of metabolism,79243,Pyruvate dehydrogenase E1-alpha deficiency
156,Rare genetic diseases,79243,Pyruvate dehydrogenase E1-alpha deficiency
181,Rare neurological diseases,79243,Pyruvate dehydrogenase E1-alpha deficiency
150,Rare inborn errors of metabolism,79244,Pyruvate dehydrogenase E2 deficiency
156,Rare genetic diseases,79244,Pyruvate dehydrogenase E2 deficiency
181,Rare neurological diseases,79244,Pyruvate dehydrogenase E2 deficiency
150,Rare inborn errors of metabolism,79246,Pyruvate dehydrogenase phosphatase deficiency
156,Rare genetic diseases,79246,Pyruvate dehydrogenase phosphatase deficiency
181,Rare neurological diseases,79246,Pyruvate dehydrogenase phosphatase deficiency
150,Rare inborn errors of metabolism,79253,Mild phenylketonuria
156,Rare genetic diseases,79253,Mild phenylketonuria
181,Rare neurological diseases,79253,Mild phenylketonuria
150,Rare inborn errors of metabolism,79254,Classic phenylketonuria
156,Rare genetic diseases,79254,Classic phenylketonuria
181,Rare neurological diseases,79254,Classic phenylketonuria
150,Rare inborn errors of metabolism,79255,GM1 gangliosidosis type 1
156,Rare genetic diseases,79255,GM1 gangliosidosis type 1
181,Rare neurological diseases,79255,GM1 gangliosidosis type 1
189,Rare ophthalmic disorders,79255,GM1 gangliosidosis type 1
199,Rare bone diseases,79255,GM1 gangliosidosis type 1
233,Rare transplant-related disorders,79255,GM1 gangliosidosis type 1
150,Rare inborn errors of metabolism,79256,GM1 gangliosidosis type 2
156,Rare genetic diseases,79256,GM1 gangliosidosis type 2
181,Rare neurological diseases,79256,GM1 gangliosidosis type 2
189,Rare ophthalmic disorders,79256,GM1 gangliosidosis type 2
199,Rare bone diseases,79256,GM1 gangliosidosis type 2
233,Rare transplant-related disorders,79256,GM1 gangliosidosis type 2
150,Rare inborn errors of metabolism,79257,GM1 gangliosidosis type 3
156,Rare genetic diseases,79257,GM1 gangliosidosis type 3
181,Rare neurological diseases,79257,GM1 gangliosidosis type 3
199,Rare bone diseases,79257,GM1 gangliosidosis type 3
233,Rare transplant-related disorders,79257,GM1 gangliosidosis type 3
150,Rare inborn errors of metabolism,79258,Glycogen storage disease due to glucose-6-phosphatase deficiency type Ia
156,Rare genetic diseases,79258,Glycogen storage disease due to glucose-6-phosphatase deficiency type Ia
183,Rare hepatic diseases,79258,Glycogen storage disease due to glucose-6-phosphatase deficiency type Ia
188,Rare renal diseases,79258,Glycogen storage disease due to glucose-6-phosphatase deficiency type Ia
233,Rare transplant-related disorders,79258,Glycogen storage disease due to glucose-6-phosphatase deficiency type Ia
150,Rare inborn errors of metabolism,79259,Glycogen storage disease due to glucose-6-phosphatase deficiency type Ib
156,Rare genetic diseases,79259,Glycogen storage disease due to glucose-6-phosphatase deficiency type Ib
183,Rare hepatic diseases,79259,Glycogen storage disease due to glucose-6-phosphatase deficiency type Ib
188,Rare renal diseases,79259,Glycogen storage disease due to glucose-6-phosphatase deficiency type Ib
195,Rare immunological diseases,79259,Glycogen storage disease due to glucose-6-phosphatase deficiency type Ib
233,Rare transplant-related disorders,79259,Glycogen storage disease due to glucose-6-phosphatase deficiency type Ib
147,Rare developmental anomalies during embryogenesis,79269,Sanfilippo syndrome type A
150,Rare inborn errors of metabolism,79269,Sanfilippo syndrome type A
156,Rare genetic diseases,79269,Sanfilippo syndrome type A
181,Rare neurological diseases,79269,Sanfilippo syndrome type A
189,Rare ophthalmic disorders,79269,Sanfilippo syndrome type A
199,Rare bone diseases,79269,Sanfilippo syndrome type A
233,Rare transplant-related disorders,79269,Sanfilippo syndrome type A
147,Rare developmental anomalies during embryogenesis,79270,Sanfilippo syndrome type B
150,Rare inborn errors of metabolism,79270,Sanfilippo syndrome type B
156,Rare genetic diseases,79270,Sanfilippo syndrome type B
181,Rare neurological diseases,79270,Sanfilippo syndrome type B
189,Rare ophthalmic disorders,79270,Sanfilippo syndrome type B
199,Rare bone diseases,79270,Sanfilippo syndrome type B
233,Rare transplant-related disorders,79270,Sanfilippo syndrome type B
147,Rare developmental anomalies during embryogenesis,79271,Sanfilippo syndrome type C
150,Rare inborn errors of metabolism,79271,Sanfilippo syndrome type C
156,Rare genetic diseases,79271,Sanfilippo syndrome type C
181,Rare neurological diseases,79271,Sanfilippo syndrome type C
189,Rare ophthalmic disorders,79271,Sanfilippo syndrome type C
199,Rare bone diseases,79271,Sanfilippo syndrome type C
233,Rare transplant-related disorders,79271,Sanfilippo syndrome type C
147,Rare developmental anomalies during embryogenesis,79272,Sanfilippo syndrome type D
150,Rare inborn errors of metabolism,79272,Sanfilippo syndrome type D
156,Rare genetic diseases,79272,Sanfilippo syndrome type D
181,Rare neurological diseases,79272,Sanfilippo syndrome type D
189,Rare ophthalmic disorders,79272,Sanfilippo syndrome type D
199,Rare bone diseases,79272,Sanfilippo syndrome type D
233,Rare transplant-related disorders,79272,Sanfilippo syndrome type D
150,Rare inborn errors of metabolism,79273,Hereditary coproporphyria
156,Rare genetic diseases,79273,Hereditary coproporphyria
181,Rare neurological diseases,79273,Hereditary coproporphyria
183,Rare hepatic diseases,79273,Hereditary coproporphyria
187,Rare skin diseases,79273,Hereditary coproporphyria
188,Rare renal diseases,79273,Hereditary coproporphyria
233,Rare transplant-related disorders,79273,Hereditary coproporphyria
150,Rare inborn errors of metabolism,79276,Acute intermittent porphyria
156,Rare genetic diseases,79276,Acute intermittent porphyria
181,Rare neurological diseases,79276,Acute intermittent porphyria
183,Rare hepatic diseases,79276,Acute intermittent porphyria
187,Rare skin diseases,79276,Acute intermittent porphyria
188,Rare renal diseases,79276,Acute intermittent porphyria
233,Rare transplant-related disorders,79276,Acute intermittent porphyria
150,Rare inborn errors of metabolism,79277,Congenital erythropoietic porphyria
156,Rare genetic diseases,79277,Congenital erythropoietic porphyria
187,Rare skin diseases,79277,Congenital erythropoietic porphyria
188,Rare renal diseases,79277,Congenital erythropoietic porphyria
194,Rare hematological diseases,79277,Congenital erythropoietic porphyria
150,Rare inborn errors of metabolism,79278,Autosomal erythropoietic protoporphyria
156,Rare genetic diseases,79278,Autosomal erythropoietic protoporphyria
187,Rare skin diseases,79278,Autosomal erythropoietic protoporphyria
188,Rare renal diseases,79278,Autosomal erythropoietic protoporphyria
194,Rare hematological diseases,79278,Autosomal erythropoietic protoporphyria
150,Rare inborn errors of metabolism,79279,Alpha-N-acetylgalactosaminidase deficiency type 1
156,Rare genetic diseases,79279,Alpha-N-acetylgalactosaminidase deficiency type 1
181,Rare neurological diseases,79279,Alpha-N-acetylgalactosaminidase deficiency type 1
189,Rare ophthalmic disorders,79279,Alpha-N-acetylgalactosaminidase deficiency type 1
150,Rare inborn errors of metabolism,79280,Alpha-N-acetylgalactosaminidase deficiency type 2
156,Rare genetic diseases,79280,Alpha-N-acetylgalactosaminidase deficiency type 2
181,Rare neurological diseases,79280,Alpha-N-acetylgalactosaminidase deficiency type 2
189,Rare ophthalmic disorders,79280,Alpha-N-acetylgalactosaminidase deficiency type 2
150,Rare inborn errors of metabolism,79281,Alpha-N-acetylgalactosaminidase deficiency type 3
156,Rare genetic diseases,79281,Alpha-N-acetylgalactosaminidase deficiency type 3
181,Rare neurological diseases,79281,Alpha-N-acetylgalactosaminidase deficiency type 3
189,Rare ophthalmic disorders,79281,Alpha-N-acetylgalactosaminidase deficiency type 3
150,Rare inborn errors of metabolism,79282,"Methylmalonic acidemia with homocystinuria, type cblC"
156,Rare genetic diseases,79282,"Methylmalonic acidemia with homocystinuria, type cblC"
181,Rare neurological diseases,79282,"Methylmalonic acidemia with homocystinuria, type cblC"
188,Rare renal diseases,79282,"Methylmalonic acidemia with homocystinuria, type cblC"
189,Rare ophthalmic disorders,79282,"Methylmalonic acidemia with homocystinuria, type cblC"
194,Rare hematological diseases,79282,"Methylmalonic acidemia with homocystinuria, type cblC"
233,Rare transplant-related disorders,79282,"Methylmalonic acidemia with homocystinuria, type cblC"
150,Rare inborn errors of metabolism,79283,"Methylmalonic acidemia with homocystinuria, type cblD"
156,Rare genetic diseases,79283,"Methylmalonic acidemia with homocystinuria, type cblD"
181,Rare neurological diseases,79283,"Methylmalonic acidemia with homocystinuria, type cblD"
194,Rare hematological diseases,79283,"Methylmalonic acidemia with homocystinuria, type cblD"
150,Rare inborn errors of metabolism,79284,Methylmalonic acidemia with homocystinuria type cblF
156,Rare genetic diseases,79284,Methylmalonic acidemia with homocystinuria type cblF
181,Rare neurological diseases,79284,Methylmalonic acidemia with homocystinuria type cblF
194,Rare hematological diseases,79284,Methylmalonic acidemia with homocystinuria type cblF
150,Rare inborn errors of metabolism,79292,Fish-eye disease
156,Rare genetic diseases,79292,Fish-eye disease
188,Rare renal diseases,79292,Fish-eye disease
189,Rare ophthalmic disorders,79292,Fish-eye disease
193,Rare endocrine diseases,79292,Fish-eye disease
233,Rare transplant-related disorders,79292,Fish-eye disease
150,Rare inborn errors of metabolism,79293,Familial LCAT deficiency
156,Rare genetic diseases,79293,Familial LCAT deficiency
188,Rare renal diseases,79293,Familial LCAT deficiency
189,Rare ophthalmic disorders,79293,Familial LCAT deficiency
193,Rare endocrine diseases,79293,Familial LCAT deficiency
194,Rare hematological diseases,79293,Familial LCAT deficiency
233,Rare transplant-related disorders,79293,Familial LCAT deficiency
150,Rare inborn errors of metabolism,79298,Diazoxide-resistant focal hyperinsulinism
156,Rare genetic diseases,79298,Diazoxide-resistant focal hyperinsulinism
193,Rare endocrine diseases,79298,Diazoxide-resistant focal hyperinsulinism
150,Rare inborn errors of metabolism,79299,Congenital glucokinase-related hyperinsulinism
156,Rare genetic diseases,79299,Congenital glucokinase-related hyperinsulinism
193,Rare endocrine diseases,79299,Congenital glucokinase-related hyperinsulinism
150,Rare inborn errors of metabolism,79301,Congenital bile acid synthesis defect type 1
156,Rare genetic diseases,79301,Congenital bile acid synthesis defect type 1
183,Rare hepatic diseases,79301,Congenital bile acid synthesis defect type 1
233,Rare transplant-related disorders,79301,Congenital bile acid synthesis defect type 1
150,Rare inborn errors of metabolism,79302,Congenital bile acid synthesis defect type 3
156,Rare genetic diseases,79302,Congenital bile acid synthesis defect type 3
183,Rare hepatic diseases,79302,Congenital bile acid synthesis defect type 3
233,Rare transplant-related disorders,79302,Congenital bile acid synthesis defect type 3
150,Rare inborn errors of metabolism,79303,Congenital bile acid synthesis defect type 2
156,Rare genetic diseases,79303,Congenital bile acid synthesis defect type 2
183,Rare hepatic diseases,79303,Congenital bile acid synthesis defect type 2
233,Rare transplant-related disorders,79303,Congenital bile acid synthesis defect type 2
150,Rare inborn errors of metabolism,79304,Progressive familial intrahepatic cholestasis type 2
156,Rare genetic diseases,79304,Progressive familial intrahepatic cholestasis type 2
183,Rare hepatic diseases,79304,Progressive familial intrahepatic cholestasis type 2
233,Rare transplant-related disorders,79304,Progressive familial intrahepatic cholestasis type 2
150,Rare inborn errors of metabolism,79305,Progressive familial intrahepatic cholestasis type 3
156,Rare genetic diseases,79305,Progressive familial intrahepatic cholestasis type 3
183,Rare hepatic diseases,79305,Progressive familial intrahepatic cholestasis type 3
233,Rare transplant-related disorders,79305,Progressive familial intrahepatic cholestasis type 3
150,Rare inborn errors of metabolism,79306,Progressive familial intrahepatic cholestasis type 1
156,Rare genetic diseases,79306,Progressive familial intrahepatic cholestasis type 1
183,Rare hepatic diseases,79306,Progressive familial intrahepatic cholestasis type 1
233,Rare transplant-related disorders,79306,Progressive familial intrahepatic cholestasis type 1
150,Rare inborn errors of metabolism,79310,Vitamin B12-responsive methylmalonic acidemia type cblA
156,Rare genetic diseases,79310,Vitamin B12-responsive methylmalonic acidemia type cblA
188,Rare renal diseases,79310,Vitamin B12-responsive methylmalonic acidemia type cblA
233,Rare transplant-related disorders,79310,Vitamin B12-responsive methylmalonic acidemia type cblA
150,Rare inborn errors of metabolism,79311,Vitamin B12-responsive methylmalonic acidemia type cblB
156,Rare genetic diseases,79311,Vitamin B12-responsive methylmalonic acidemia type cblB
188,Rare renal diseases,79311,Vitamin B12-responsive methylmalonic acidemia type cblB
233,Rare transplant-related disorders,79311,Vitamin B12-responsive methylmalonic acidemia type cblB
150,Rare inborn errors of metabolism,79312,Vitamin B12-unresponsive methylmalonic acidemia type mut-
156,Rare genetic diseases,79312,Vitamin B12-unresponsive methylmalonic acidemia type mut-
181,Rare neurological diseases,79312,Vitamin B12-unresponsive methylmalonic acidemia type mut-
188,Rare renal diseases,79312,Vitamin B12-unresponsive methylmalonic acidemia type mut-
233,Rare transplant-related disorders,79312,Vitamin B12-unresponsive methylmalonic acidemia type mut-
150,Rare inborn errors of metabolism,79314,L-2-hydroxyglutaric aciduria
156,Rare genetic diseases,79314,L-2-hydroxyglutaric aciduria
181,Rare neurological diseases,79314,L-2-hydroxyglutaric aciduria
150,Rare inborn errors of metabolism,79315,D-2-hydroxyglutaric aciduria
156,Rare genetic diseases,79315,D-2-hydroxyglutaric aciduria
181,Rare neurological diseases,79315,D-2-hydroxyglutaric aciduria
150,Rare inborn errors of metabolism,79318,PMM2-CDG
156,Rare genetic diseases,79318,PMM2-CDG
181,Rare neurological diseases,79318,PMM2-CDG
183,Rare hepatic diseases,79318,PMM2-CDG
187,Rare skin diseases,79318,PMM2-CDG
150,Rare inborn errors of metabolism,79319,MPI-CDG
152,Rare gastroenterological diseases,79319,MPI-CDG
156,Rare genetic diseases,79319,MPI-CDG
181,Rare neurological diseases,79319,MPI-CDG
183,Rare hepatic diseases,79319,MPI-CDG
150,Rare inborn errors of metabolism,79320,ALG6-CDG
152,Rare gastroenterological diseases,79320,ALG6-CDG
156,Rare genetic diseases,79320,ALG6-CDG
181,Rare neurological diseases,79320,ALG6-CDG
150,Rare inborn errors of metabolism,79321,ALG3-CDG
156,Rare genetic diseases,79321,ALG3-CDG
181,Rare neurological diseases,79321,ALG3-CDG
150,Rare inborn errors of metabolism,79322,DPM1-CDG
156,Rare genetic diseases,79322,DPM1-CDG
181,Rare neurological diseases,79322,DPM1-CDG
150,Rare inborn errors of metabolism,79323,MPDU1-CDG
156,Rare genetic diseases,79323,MPDU1-CDG
181,Rare neurological diseases,79323,MPDU1-CDG
187,Rare skin diseases,79323,MPDU1-CDG
150,Rare inborn errors of metabolism,79324,ALG12-CDG
156,Rare genetic diseases,79324,ALG12-CDG
181,Rare neurological diseases,79324,ALG12-CDG
150,Rare inborn errors of metabolism,79325,ALG8-CDG
152,Rare gastroenterological diseases,79325,ALG8-CDG
156,Rare genetic diseases,79325,ALG8-CDG
181,Rare neurological diseases,79325,ALG8-CDG
183,Rare hepatic diseases,79325,ALG8-CDG
188,Rare renal diseases,79325,ALG8-CDG
189,Rare ophthalmic disorders,79325,ALG8-CDG
150,Rare inborn errors of metabolism,79326,ALG2-CDG
156,Rare genetic diseases,79326,ALG2-CDG
181,Rare neurological diseases,79326,ALG2-CDG
183,Rare hepatic diseases,79326,ALG2-CDG
189,Rare ophthalmic disorders,79326,ALG2-CDG
150,Rare inborn errors of metabolism,79327,ALG1-CDG
156,Rare genetic diseases,79327,ALG1-CDG
181,Rare neurological diseases,79327,ALG1-CDG
150,Rare inborn errors of metabolism,79328,ALG9-CDG
156,Rare genetic diseases,79328,ALG9-CDG
181,Rare neurological diseases,79328,ALG9-CDG
183,Rare hepatic diseases,79328,ALG9-CDG
147,Rare developmental anomalies during embryogenesis,79329,MGAT2-CDG
148,Rare cardiac malformations,79329,MGAT2-CDG
150,Rare inborn errors of metabolism,79329,MGAT2-CDG
156,Rare genetic diseases,79329,MGAT2-CDG
181,Rare neurological diseases,79329,MGAT2-CDG
150,Rare inborn errors of metabolism,79330,MOGS-CDG
156,Rare genetic diseases,79330,MOGS-CDG
181,Rare neurological diseases,79330,MOGS-CDG
183,Rare hepatic diseases,79330,MOGS-CDG
147,Rare developmental anomalies during embryogenesis,79332,B4GALT1-CDG
150,Rare inborn errors of metabolism,79332,B4GALT1-CDG
156,Rare genetic diseases,79332,B4GALT1-CDG
181,Rare neurological diseases,79332,B4GALT1-CDG
183,Rare hepatic diseases,79332,B4GALT1-CDG
147,Rare developmental anomalies during embryogenesis,79333,COG7-CDG
148,Rare cardiac malformations,79333,COG7-CDG
150,Rare inborn errors of metabolism,79333,COG7-CDG
